precinct,year,race,party,candidate,votes
Bradford City 3rd Ward 2nd Dist,2024,AUDITOR GENERAL,REP,TIM DEFOOR,257
Bradford City 3rd Ward 2nd Dist,2024,AUDITOR GENERAL,LIB,REECE SMITH,13
Bradford City 3rd Ward 2nd Dist,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
Bradford City 3rd Ward 2nd Dist,2024,AUDITOR GENERAL,CST,BOB GOODRICH,4
Bradford City 3rd Ward 2nd Dist,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,146
Bradford City 3rd Ward 2nd Dist,2024,STATE TREASURER,REP,STACY GARRITY,259
Bradford City 3rd Ward 2nd Dist,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,10
Bradford City 3rd Ward 2nd Dist,2024,STATE TREASURER,CST,TROY BOWMAN,4
Bradford City 3rd Ward 2nd Dist,2024,STATE TREASURER,FWD,CHRIS FOSTER,2
Bradford City 3rd Ward 2nd Dist,2024,REPRESENTATIVE IN CONGRESS,DEM,ZACH WOMER,141
Bradford City 3rd Ward 2nd Dist,2024,REPRESENTATIVE IN CONGRESS,REP,GLENN GT THOMPSON,282
Bradford City 3rd Ward 2nd Dist,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,WILLIAM MCGILL,153
Bradford City 3rd Ward 2nd Dist,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,CRIS DUSH,268
Bradford City 3rd Ward 2nd Dist,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DEM,RAJEEV PRADHAN,133
Bradford City 3rd Ward 2nd Dist,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,REP,MARTIN T CAUSER,294
Bradford City 4th Ward,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,188
Bradford City 4th Ward,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,264
Bradford City 4th Ward,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,5
Bradford City 4th Ward,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,1
Bradford City 4th Ward,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,185
Bradford City 4th Ward,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,253
Bradford City 4th Ward,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,8
Bradford City 4th Ward,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,7
Bradford City 4th Ward,2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
Bradford City 4th Ward,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,166
Bradford City 4th Ward,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,259
Bradford City 4th Ward,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,8
Bradford City 4th Ward,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,12
Bradford City 4th Ward,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,6
Bradford City 4th Ward,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,3
Bradford City 4th Ward,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,160
Bradford City 4th Ward,2024,AUDITOR GENERAL,REP,TIM DEFOOR,258
Bradford City 4th Ward,2024,AUDITOR GENERAL,LIB,REECE SMITH,20
Bradford City 4th Ward,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,2
Bradford City 4th Ward,2024,AUDITOR GENERAL,CST,BOB GOODRICH,12
Bradford City 4th Ward,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,168
Bradford City 4th Ward,2024,STATE TREASURER,REP,STACY GARRITY,269
Bradford City 4th Ward,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,8
Bradford City 4th Ward,2024,STATE TREASURER,CST,TROY BOWMAN,4
Bradford City 4th Ward,2024,STATE TREASURER,FWD,CHRIS FOSTER,5
Bradford City 4th Ward,2024,REPRESENTATIVE IN CONGRESS,DEM,ZACH WOMER,163
Bradford City 4th Ward,2024,REPRESENTATIVE IN CONGRESS,REP,GLENN GT THOMPSON,289
Bradford City 4th Ward,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,WILLIAM MCGILL,173
Bradford City 4th Ward,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,CRIS DUSH,280
Bradford City 4th Ward,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DEM,RAJEEV PRADHAN,154
Bradford City 4th Ward,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,REP,MARTIN T CAUSER,298
Bradford City 5th Ward,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,51
Bradford City 5th Ward,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,126
Bradford City 5th Ward,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,1
Bradford City 5th Ward,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,0
Bradford City 5th Ward,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,51
Bradford City 5th Ward,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,114
Bradford City 5th Ward,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,2
Bradford City 5th Ward,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,3
Bradford City 5th Ward,2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
Bradford City 5th Ward,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,41
Bradford City 5th Ward,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,125
Bradford City 5th Ward,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,1
Bradford City 5th Ward,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,3
Bradford City 5th Ward,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,44
Bradford City 5th Ward,2024,AUDITOR GENERAL,REP,TIM DEFOOR,116
Bradford City 5th Ward,2024,AUDITOR GENERAL,LIB,REECE SMITH,5
Bradford City 5th Ward,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
Bradford City 5th Ward,2024,AUDITOR GENERAL,CST,BOB GOODRICH,2
Bradford City 5th Ward,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,41
Bradford City 5th Ward,2024,STATE TREASURER,REP,STACY GARRITY,127
Bradford City 5th Ward,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,3
Bradford City 5th Ward,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
Bradford City 5th Ward,2024,REPRESENTATIVE IN CONGRESS,DEM,ZACH WOMER,44
Bradford City 5th Ward,2024,REPRESENTATIVE IN CONGRESS,REP,GLENN GT THOMPSON,129
Bradford City 5th Ward,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,WILLIAM MCGILL,46
Bradford City 5th Ward,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,CRIS DUSH,122
Bradford City 5th Ward,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DEM,RAJEEV PRADHAN,41
Bradford City 5th Ward,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,REP,MARTIN T CAUSER,132
Bradford City 6th Ward 1st Dist,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,175
Bradford City 6th Ward 1st Dist,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,303
Bradford City 6th Ward 1st Dist,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,1
Bradford City 6th Ward 1st Dist,2024,PRESIDENTIAL ELECTORS,Write-In,Scattered,2
Bradford City 6th Ward 1st Dist,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,173
Bradford City 6th Ward 1st Dist,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,294
Bradford City 6th Ward 1st Dist,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,4
Bradford City 6th Ward 1st Dist,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,3
Bradford City 6th Ward 1st Dist,2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
Bradford City 6th Ward 1st Dist,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,157
Bradford City 6th Ward 1st Dist,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,298
Bradford City 6th Ward 1st Dist,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,5
Bradford City 6th Ward 1st Dist,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,6
Bradford City 6th Ward 1st Dist,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,5
Bradford City 6th Ward 1st Dist,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,2
Bradford City 6th Ward 1st Dist,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,149
Bradford City 6th Ward 1st Dist,2024,AUDITOR GENERAL,REP,TIM DEFOOR,303
Bradford City 6th Ward 1st Dist,2024,AUDITOR GENERAL,LIB,REECE SMITH,7
Bradford City 6th Ward 1st Dist,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
Bradford City 6th Ward 1st Dist,2024,AUDITOR GENERAL,CST,BOB GOODRICH,10
Bradford City 6th Ward 1st Dist,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,148
Bradford City 6th Ward 1st Dist,2024,STATE TREASURER,REP,STACY GARRITY,312
Bradford City 6th Ward 1st Dist,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,7
Bradford City 6th Ward 1st Dist,2024,STATE TREASURER,CST,TROY BOWMAN,3
Bradford City 6th Ward 1st Dist,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
Bradford City 6th Ward 1st Dist,2024,REPRESENTATIVE IN CONGRESS,DEM,ZACH WOMER,142
Bradford City 6th Ward 1st Dist,2024,REPRESENTATIVE IN CONGRESS,REP,GLENN GT THOMPSON,334
Bradford City 6th Ward 1st Dist,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,WILLIAM MCGILL,151
Bradford City 6th Ward 1st Dist,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,CRIS DUSH,320
Bradford City 6th Ward 1st Dist,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,DEM,RAJEEV PRADHAN,139
Bradford City 6th Ward 1st Dist,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,REP,MARTIN T CAUSER,340
Bradford City 6th Ward 2nd Dist,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,171
Bradford City 6th Ward 2nd Dist,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,305
Bradford City 6th Ward 2nd Dist,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,1
Bradford City 6th Ward 2nd Dist,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,3
Bradford City 6th Ward 2nd Dist,2024,PRESIDENTIAL ELECTORS,Write-In,Nikki Haley,0
Bradford City 6th Ward 2nd Dist,2024,PRESIDENTIAL ELECTORS,Write-In,Robert F. Kennedy Jr,2
Bradford City 6th Ward 2nd Dist,2024,PRESIDENTIAL ELECTORS,Write-In,Scattered,1
Bradford City 6th Ward 2nd Dist,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,171
Bradford City 6th Ward 2nd Dist,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,288
Bradford City 6th Ward 2nd Dist,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,10
Bradford City 6th Ward 2nd Dist,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,4
Bradford City 6th Ward 2nd Dist,2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
Bradford City 6th Ward 2nd Dist,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,155
Bradford City 6th Ward 2nd Dist,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,294
Bradford City 6th Ward 2nd Dist,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,13
Bradford City 6th Ward 2nd Dist,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,6
Bradford City 6th Ward 2nd Dist,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,2
Bradford City 6th Ward 2nd Dist,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
Bradford City 6th Ward 2nd Dist,2024,Auditor General,DEM,Malcolm Kenyatta,148
Bradford City 6th Ward 2nd Dist,2024,Auditor General,REP,Tim DeFoor,298
Bradford City 6th Ward 2nd Dist,2024,Auditor General,LIB,Reece Smith,13
Bradford City 6th Ward 2nd Dist,2024,Auditor General,ASP,Eric K Anton,0
Bradford City 6th Ward 2nd Dist,2024,Auditor General,CST,Bob Goodrich,8
Bradford City 6th Ward 2nd Dist,2024,State Treasurer,DEM,Erin McClelland,147
Bradford City 6th Ward 2nd Dist,2024,State Treasurer,REP,Stacy Garrity,298
Bradford City 6th Ward 2nd Dist,2024,State Treasurer,LIB,Nickolas Ciesielski,14
Bradford City 6th Ward 2nd Dist,2024,State Treasurer,CST,Troy Bowman,5
Bradford City 6th Ward 2nd Dist,2024,State Treasurer,FWD,Chris Foster,4
Bradford City 6th Ward 2nd Dist,2024,Representative in Congress,DEM,Zach Womer,146
Bradford City 6th Ward 2nd Dist,2024,Representative in Congress,REP,Glenn GT Thompson,322
Bradford City 6th Ward 2nd Dist,2024,Senator in the General Assembly,DEM,William McGill,167
Bradford City 6th Ward 2nd Dist,2024,Senator in the General Assembly,REP,Cris Dush,297
Bradford City 6th Ward 2nd Dist,2024,Representative in the General Assembly,DEM,Rajeev Pradhan,133
Bradford City 6th Ward 2nd Dist,2024,Representative in the General Assembly,REP,Martin T Causer,340
Bradford Township 1st Dist,2024,Presidential Electors,DEM,Kamala D Harris,187
Bradford Township 1st Dist,2024,Presidential Electors,REP,Donald J Trump,528
