precinct,year,race,party,candidate,votes
CLEARFIELD BOROUGH - 1ST WARD,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 73RD DISTRICT,REP,DALLAS KEPHART,599
CLEARFIELD BOROUGH - 1ST WARD,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 73RD DISTRICT,Write-In,SCATTERED,26
CLEARFIELD BOROUGH - 2ND WARD,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,284
CLEARFIELD BOROUGH - 2ND WARD,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,613
CLEARFIELD BOROUGH - 2ND WARD,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,6
CLEARFIELD BOROUGH - 2ND WARD,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,7
CLEARFIELD BOROUGH - 2ND WARD,2024,PRESIDENTIAL ELECTORS,,Write-In,6
CLEARFIELD BOROUGH - 2ND WARD,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,274
CLEARFIELD BOROUGH - 2ND WARD,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,605
CLEARFIELD BOROUGH - 2ND WARD,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,25
CLEARFIELD BOROUGH - 2ND WARD,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,7
CLEARFIELD BOROUGH - 2ND WARD,2024,UNITED STATES SENATOR,CST,MARTY SELKER,5
CLEARFIELD BOROUGH - 2ND WARD,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,254
CLEARFIELD BOROUGH - 2ND WARD,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,622
CLEARFIELD BOROUGH - 2ND WARD,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,12
CLEARFIELD BOROUGH - 2ND WARD,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,15
CLEARFIELD BOROUGH - 2ND WARD,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,4
CLEARFIELD BOROUGH - 2ND WARD,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,3
CLEARFIELD BOROUGH - 2ND WARD,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,240
CLEARFIELD BOROUGH - 2ND WARD,2024,AUDITOR GENERAL,REP,TIM DEFOOR,622
CLEARFIELD BOROUGH - 2ND WARD,2024,AUDITOR GENERAL,LIB,REECE SMITH,25
CLEARFIELD BOROUGH - 2ND WARD,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,5
CLEARFIELD BOROUGH - 2ND WARD,2024,AUDITOR GENERAL,CST,BOB GOODRICH,8
CLEARFIELD BOROUGH - 2ND WARD,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,255
CLEARFIELD BOROUGH - 2ND WARD,2024,STATE TREASURER,REP,STACY GARRITY,614
CLEARFIELD BOROUGH - 2ND WARD,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,10
CLEARFIELD BOROUGH - 2ND WARD,2024,STATE TREASURER,CST,TROY BOWMAN,5
CLEARFIELD BOROUGH - 2ND WARD,2024,STATE TREASURER,FWD,CHRIS FOSTER,8
CLEARFIELD BOROUGH - 2ND WARD,2024,REPRESENTATIVE IN CONGRESS,DEM,ZACH WOMER,236
CLEARFIELD BOROUGH - 2ND WARD,2024,REPRESENTATIVE IN CONGRESS,REP,GLENN GT THOMPSON,677
CLEARFIELD BOROUGH - 2ND WARD,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,WAYNE LANGERHOLC JR,761
CLEARFIELD BOROUGH - 2ND WARD,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 73RD DISTRICT,REP,DALLAS KEPHART,802
CLEARFIELD BOROUGH - 3RD WARD,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,237
CLEARFIELD BOROUGH - 3RD WARD,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,404
CLEARFIELD BOROUGH - 3RD WARD,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,6
CLEARFIELD BOROUGH - 3RD WARD,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,7
CLEARFIELD BOROUGH - 3RD WARD,2024,PRESIDENTIAL ELECTORS,,Write-In,1
CLEARFIELD BOROUGH - 3RD WARD,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,237
CLEARFIELD BOROUGH - 3RD WARD,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,384
CLEARFIELD BOROUGH - 3RD WARD,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,12
CLEARFIELD BOROUGH - 3RD WARD,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,7
CLEARFIELD BOROUGH - 3RD WARD,2024,UNITED STATES SENATOR,CST,MARTY SELKER,7
CLEARFIELD BOROUGH - 3RD WARD,2024,UNITED STATES SENATOR,,Write-In,1
CLEARFIELD BOROUGH - 3RD WARD,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,222
CLEARFIELD BOROUGH - 3RD WARD,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,399
CLEARFIELD BOROUGH - 3RD WARD,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,8
CLEARFIELD BOROUGH - 3RD WARD,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,4
CLEARFIELD BOROUGH - 3RD WARD,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,5
CLEARFIELD BOROUGH - 3RD WARD,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,218
CLEARFIELD BOROUGH - 3RD WARD,2024,AUDITOR GENERAL,REP,TIM DEFOOR,387
CLEARFIELD BOROUGH - 3RD WARD,2024,AUDITOR GENERAL,LIB,REECE SMITH,18
CLEARFIELD BOROUGH - 3RD WARD,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,2
CLEARFIELD BOROUGH - 3RD WARD,2024,AUDITOR GENERAL,CST,BOB GOODRICH,6
CLEARFIELD BOROUGH - 3RD WARD,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,228
CLEARFIELD BOROUGH - 3RD WARD,2024,STATE TREASURER,REP,STACY GARRITY,388
CLEARFIELD BOROUGH - 3RD WARD,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,9
CLEARFIELD BOROUGH - 3RD WARD,2024,STATE TREASURER,CST,TROY BOWMAN,6
CLEARFIELD BOROUGH - 3RD WARD,2024,STATE TREASURER,FWD,CHRIS FOSTER,2
CLEARFIELD BOROUGH - 3RD WARD,2024,REPRESENTATIVE IN CONGRESS,DEM,ZACH WOMER,221
CLEARFIELD BOROUGH - 3RD WARD,2024,REPRESENTATIVE IN CONGRESS,REP,GLENN GT THOMPSON,421
CLEARFIELD BOROUGH - 3RD WARD,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,WAYNE LANGERHOLC JR,496
CLEARFIELD BOROUGH - 3RD WARD,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 73RD DISTRICT,REP,DALLAS KEPHART,520
CLEARFIELD BOROUGH - 4TH WARD,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,186
CLEARFIELD BOROUGH - 4TH WARD,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,387
CLEARFIELD BOROUGH - 4TH WARD,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,3
CLEARFIELD BOROUGH - 4TH WARD,2024,PRESIDENTIAL ELECTORS,Write-In,SCATTERED,0
CLEARFIELD BOROUGH - 4TH WARD,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,190
CLEARFIELD BOROUGH - 4TH WARD,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,365
CLEARFIELD BOROUGH - 4TH WARD,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,11
CLEARFIELD BOROUGH - 4TH WARD,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,4
CLEARFIELD BOROUGH - 4TH WARD,2024,UNITED STATES SENATOR,CST,MARTY SELKER,5
CLEARFIELD BOROUGH - 4TH WARD,2024,UNITED STATES SENATOR,Write-In,SCATTERED,0
CLEARFIELD BOROUGH - 4TH WARD,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,172
CLEARFIELD BOROUGH - 4TH WARD,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,378
CLEARFIELD BOROUGH - 4TH WARD,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,10
CLEARFIELD BOROUGH - 4TH WARD,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,4
CLEARFIELD BOROUGH - 4TH WARD,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,3
CLEARFIELD BOROUGH - 4TH WARD,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,178
CLEARFIELD BOROUGH - 4TH WARD,2024,AUDITOR GENERAL,REP,TIM DEFOOR,362
CLEARFIELD BOROUGH - 4TH WARD,2024,AUDITOR GENERAL,LIB,REECE SMITH,11
CLEARFIELD BOROUGH - 4TH WARD,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,6
CLEARFIELD BOROUGH - 4TH WARD,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,180
CLEARFIELD BOROUGH - 4TH WARD,2024,STATE TREASURER,REP,STACY GARRITY,369
CLEARFIELD BOROUGH - 4TH WARD,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,8
CLEARFIELD BOROUGH - 4TH WARD,2024,STATE TREASURER,CST,TROY BOWMAN,6
CLEARFIELD BOROUGH - 4TH WARD,2024,REPRESENTATIVE IN CONGRESS,DEM,ZACH WOMER,174
CLEARFIELD BOROUGH - 4TH WARD,2024,REPRESENTATIVE IN CONGRESS,REP,GLENN GT THOMPSON,391
CLEARFIELD BOROUGH - 4TH WARD,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,WAYNE LANGERHOLC JR,459
CLEARFIELD BOROUGH - 4TH WARD,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 73RD DISTRICT,REP,DALLAS KEPHART,489
CLEARFIELD BOROUGH - 4TH WARD,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 73RD DISTRICT,Write-In,SCATTERED,6
COALPORT BOROUGH,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,51
COALPORT BOROUGH,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,172
COALPORT BOROUGH,2024,PRESIDENTIAL ELECTORS,Write-In,SCATTERED,0
COALPORT BOROUGH,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,61
COALPORT BOROUGH,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,151
COALPORT BOROUGH,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,4
COALPORT BOROUGH,2024,UNITED STATES SENATOR,CST,MARTY SELKER,1
COALPORT BOROUGH,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,44
COALPORT BOROUGH,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,166
COALPORT BOROUGH,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,2
COALPORT BOROUGH,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,1
COALPORT BOROUGH,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,47
COALPORT BOROUGH,2024,AUDITOR GENERAL,REP,TIM DEFOOR,159
COALPORT BOROUGH,2024,AUDITOR GENERAL,LIB,REECE SMITH,1
COALPORT BOROUGH,2024,AUDITOR GENERAL,CST,BOB GOODRICH,2
COALPORT BOROUGH,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,50
COALPORT BOROUGH,2024,STATE TREASURER,REP,STACY GARRITY,154
COALPORT BOROUGH,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,3
COALPORT BOROUGH,2024,REPRESENTATIVE IN CONGRESS,DEM,ZACH WOMER,47
COALPORT BOROUGH,2024,REPRESENTATIVE IN CONGRESS,REP,GLENN GT THOMPSON,166
COALPORT BOROUGH,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,WAYNE LANGERHOLC JR,183
COALPORT BOROUGH,2024,SENATOR IN THE GENERAL ASSEMBLY,Write-In,SCATTERED,4
COALPORT BOROUGH,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 73RD DISTRICT,REP,DALLAS KEPHART,188
COALPORT BOROUGH,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 73RD DISTRICT,Write-In,SCATTERED,6
CURWENSVILLE BOROUGH,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,348
CURWENSVILLE BOROUGH,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,811
CURWENSVILLE BOROUGH,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,6
CURWENSVILLE BOROUGH,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,3
CURWENSVILLE BOROUGH,2024,PRESIDENTIAL ELECTORS,,SCATTERED,4
CURWENSVILLE BOROUGH,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,371
CURWENSVILLE BOROUGH,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,752
CURWENSVILLE BOROUGH,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,17
CURWENSVILLE BOROUGH,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,7
CURWENSVILLE BOROUGH,2024,UNITED STATES SENATOR,CST,MARTY SELKER,6
CURWENSVILLE BOROUGH,2024,UNITED STATES SENATOR,,SCATTERED,1
CURWENSVILLE BOROUGH,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,322
CURWENSVILLE BOROUGH,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,783
CURWENSVILLE BOROUGH,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,18
CURWENSVILLE BOROUGH,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,5
CURWENSVILLE BOROUGH,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,10
CURWENSVILLE BOROUGH,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
CURWENSVILLE BOROUGH,2024,ATTORNEY GENERAL,,SCATTERED,2
CURWENSVILLE BOROUGH,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,319
CURWENSVILLE BOROUGH,2024,AUDITOR GENERAL,REP,TIM DEFOOR,781
CURWENSVILLE BOROUGH,2024,AUDITOR GENERAL,LIB,REECE SMITH,16
CURWENSVILLE BOROUGH,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,4
CURWENSVILLE BOROUGH,2024,AUDITOR GENERAL,CST,BOB GOODRICH,12
CURWENSVILLE BOROUGH,2024,AUDITOR GENERAL,,SCATTERED,1
CURWENSVILLE BOROUGH,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,335
CURWENSVILLE BOROUGH,2024,STATE TREASURER,REP,STACY GARRITY,764
CURWENSVILLE BOROUGH,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,12
CURWENSVILLE BOROUGH,2024,STATE TREASURER,CST,TROY BOWMAN,8
CURWENSVILLE BOROUGH,2024,STATE TREASURER,FWD,CHRIS FOSTER,6
CURWENSVILLE BOROUGH,2024,REPRESENTATIVE IN CONGRESS,DEM,ZACH WOMER,309
CURWENSVILLE BOROUGH,2024,REPRESENTATIVE IN CONGRESS,REP,GLENN GT THOMPSON,833
CURWENSVILLE BOROUGH,2024,REPRESENTATIVE IN CONGRESS,,SCATTERED,2
CURWENSVILLE BOROUGH,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,WAYNE LANGERHOLC JR,962
CURWENSVILLE BOROUGH,2024,SENATOR IN THE GENERAL ASSEMBLY,,SCATTERED,25
CURWENSVILLE BOROUGH,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 75TH DISTRICT,REP,MIKE ARMANINI,970
CURWENSVILLE BOROUGH,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 75TH DISTRICT,,SCATTERED,21
DUBOIS CITY - 1ST WARD,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,172
DUBOIS CITY - 1ST WARD,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,374
DUBOIS CITY - 1ST WARD,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,3
DUBOIS CITY - 1ST WARD,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,2
DUBOIS CITY - 1ST WARD,2024,PRESIDENTIAL ELECTORS,,SCATTERED,1
DUBOIS CITY - 1ST WARD,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,174
DUBOIS CITY - 1ST WARD,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,360
DUBOIS CITY - 1ST WARD,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,9
DUBOIS CITY - 1ST WARD,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,3
DUBOIS CITY - 1ST WARD,2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
DUBOIS CITY - 1ST WARD,2024,UNITED STATES SENATOR,,SCATTERED,1
DUBOIS CITY - 1ST WARD,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,161
