precinct,year,race,party,candidate,votes
"Altoona Ward 2, Precinct 1",2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,154
"Altoona Ward 2, Precinct 1",2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,4
"Altoona Ward 2, Precinct 1",2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,3
"Altoona Ward 2, Precinct 1",2024,UNITED STATES SENATOR,CST,MARTY SELKER,4
"Altoona Ward 2, Precinct 1",2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,111
"Altoona Ward 2, Precinct 1",2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,160
"Altoona Ward 2, Precinct 1",2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,2
"Altoona Ward 2, Precinct 1",2024,CST,ATTORNEY GENERAL,JUSTIN L MAGILL,4
"Altoona Ward 2, Precinct 1",2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,2
"Altoona Ward 2, Precinct 1",2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,102
"Altoona Ward 2, Precinct 1",2024,AUDITOR GENERAL,REP,TIM DEFOOR,165
"Altoona Ward 2, Precinct 1",2024,AUDITOR GENERAL,LIB,REECE SMITH,6
"Altoona Ward 2, Precinct 1",2024,AUDITOR GENERAL,ASP,ERIC K ANTON,3
"Altoona Ward 2, Precinct 1",2024,AUDITOR GENERAL,CST,BOB GOODRICH,4
"Altoona Ward 2, Precinct 1",2024,STATE TREASURER,DEM,ERIN MCCLELLAND,105
"Altoona Ward 2, Precinct 1",2024,STATE TREASURER,REP,STACY GARRITY,162
"Altoona Ward 2, Precinct 1",2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,4
"Altoona Ward 2, Precinct 1",2024,STATE TREASURER,CST,TROY BOWMAN,2
"Altoona Ward 2, Precinct 1",2024,STATE TREASURER,FWD,CHRIS FOSTER,5
"Altoona Ward 2, Precinct 1",2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,107
"Altoona Ward 2, Precinct 1",2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,174
"Altoona Ward 2, Precinct 1",2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 79TH DISTRICT,REP,LOU SCHMITT,224
"Altoona Ward 2, Precinct 1",2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 79TH DISTRICT,Write-In,Write-In Totals,17
"Altoona Ward 2, Precinct 2",2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,156
"Altoona Ward 2, Precinct 2",2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,379
"Altoona Ward 2, Precinct 2",2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,1
"Altoona Ward 2, Precinct 2",2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,3
"Altoona Ward 2, Precinct 2",2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,2
"Altoona Ward 2, Precinct 2",2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,160
"Altoona Ward 2, Precinct 2",2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,354
"Altoona Ward 2, Precinct 2",2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,10
"Altoona Ward 2, Precinct 2",2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,2
"Altoona Ward 2, Precinct 2",2024,UNITED STATES SENATOR,CST,MARTY SELKER,7
"Altoona Ward 2, Precinct 2",2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,145
"Altoona Ward 2, Precinct 2",2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,367
"Altoona Ward 2, Precinct 2",2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,10
"Altoona Ward 2, Precinct 2",2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,5
"Altoona Ward 2, Precinct 2",2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,7
"Altoona Ward 2, Precinct 2",2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
"Altoona Ward 2, Precinct 2",2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,143
"Altoona Ward 2, Precinct 2",2024,AUDITOR GENERAL,REP,TIM DEFOOR,364
"Altoona Ward 2, Precinct 2",2024,AUDITOR GENERAL,LIB,REECE SMITH,15
"Altoona Ward 2, Precinct 2",2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
"Altoona Ward 2, Precinct 2",2024,AUDITOR GENERAL,CST,BOB GOODRICH,10
"Altoona Ward 2, Precinct 2",2024,STATE TREASURER,DEM,ERIN MCCLELLAND,143
"Altoona Ward 2, Precinct 2",2024,STATE TREASURER,REP,STACY GARRITY,371
"Altoona Ward 2, Precinct 2",2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,10
"Altoona Ward 2, Precinct 2",2024,STATE TREASURER,CST,TROY BOWMAN,4
"Altoona Ward 2, Precinct 2",2024,STATE TREASURER,FWD,CHRIS FOSTER,1
"Altoona Ward 2, Precinct 2",2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,144
"Altoona Ward 2, Precinct 2",2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,393
"Altoona Ward 2, Precinct 2",2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 79TH DISTRICT,REP,LOU SCHMITT,473
"Altoona Ward 2, Precinct 2",2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 79TH DISTRICT,Write-In,Write-In Totals,13
"Altoona Ward 3, Precinct 1",2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,175
"Altoona Ward 3, Precinct 1",2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,200
"Altoona Ward 3, Precinct 1",2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,4
"Altoona Ward 3, Precinct 1",2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,3
"Altoona Ward 3, Precinct 1",2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,179
"Altoona Ward 3, Precinct 1",2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,188
"Altoona Ward 3, Precinct 1",2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,7
"Altoona Ward 3, Precinct 1",2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,5
"Altoona Ward 3, Precinct 1",2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
"Altoona Ward 3, Precinct 1",2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,162
"Altoona Ward 3, Precinct 1",2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,199
"Altoona Ward 3, Precinct 1",2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,9
"Altoona Ward 3, Precinct 1",2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,3
"Altoona Ward 3, Precinct 1",2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,4
"Altoona Ward 3, Precinct 1",2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
"Altoona Ward 3, Precinct 1",2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,171
"Altoona Ward 3, Precinct 1",2024,AUDITOR GENERAL,REP,TIM DEFOOR,192
"Altoona Ward 3, Precinct 1",2024,AUDITOR GENERAL,LIB,REECE SMITH,10
"Altoona Ward 3, Precinct 1",2024,AUDITOR GENERAL,ASP,ERIC K ANTON,2
"Altoona Ward 3, Precinct 1",2024,AUDITOR GENERAL,CST,BOB GOODRICH,4
"Altoona Ward 3, Precinct 1",2024,STATE TREASURER,DEM,ERIN MCCLELLAND,169
"Altoona Ward 3, Precinct 1",2024,STATE TREASURER,REP,STACY GARRITY,194
"Altoona Ward 3, Precinct 1",2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,9
"Altoona Ward 3, Precinct 1",2024,STATE TREASURER,CST,TROY BOWMAN,4
"Altoona Ward 3, Precinct 1",2024,STATE TREASURER,FWD,CHRIS FOSTER,2
"Altoona Ward 3, Precinct 1",2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,173
"Altoona Ward 3, Precinct 1",2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,207
"Altoona Ward 3, Precinct 1",2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 79TH DISTRICT,REP,LOU SCHMITT,301
"Altoona Ward 3, Precinct 1",2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 79TH DISTRICT,Write-In,Write-In,16
"Altoona Ward 3, Precinct 2",2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,229
"Altoona Ward 3, Precinct 2",2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,341
"Altoona Ward 3, Precinct 2",2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,0
"Altoona Ward 3, Precinct 2",2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,2
"Altoona Ward 3, Precinct 2",2024,PRESIDENTIAL ELECTORS,Write-In,Write-In,1
"Altoona Ward 3, Precinct 2",2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,236
"Altoona Ward 3, Precinct 2",2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,315
"Altoona Ward 3, Precinct 2",2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,7
"Altoona Ward 3, Precinct 2",2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,2
"Altoona Ward 3, Precinct 2",2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
"Altoona Ward 3, Precinct 2",2024,UNITED STATES SENATOR,Write-In,Write-In,1
"Altoona Ward 3, Precinct 2",2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,202
"Altoona Ward 3, Precinct 2",2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,343
"Altoona Ward 3, Precinct 2",2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,5
"Altoona Ward 3, Precinct 2",2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,3
"Altoona Ward 3, Precinct 2",2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,2
"Altoona Ward 3, Precinct 2",2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
"Altoona Ward 3, Precinct 2",2024,ATTORNEY GENERAL,Write-In,Write-In,1
"Altoona Ward 3, Precinct 2",2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,214
"Altoona Ward 3, Precinct 2",2024,AUDITOR GENERAL,REP,TIM DEFOOR,328
"Altoona Ward 3, Precinct 2",2024,AUDITOR GENERAL,LIB,REECE SMITH,3
"Altoona Ward 3, Precinct 2",2024,AUDITOR GENERAL,ASP,ERIC K ANTON,3
"Altoona Ward 3, Precinct 2",2024,AUDITOR GENERAL,CST,BOB GOODRICH,4
"Altoona Ward 3, Precinct 2",2024,AUDITOR GENERAL,Write-In,Write-In,1
"Altoona Ward 3, Precinct 2",2024,STATE TREASURER,DEM,ERIN MCCLELLAND,212
"Altoona Ward 3, Precinct 2",2024,STATE TREASURER,REP,STACY GARRITY,323
"Altoona Ward 3, Precinct 2",2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,3
"Altoona Ward 3, Precinct 2",2024,STATE TREASURER,CST,TROY BOWMAN,5
"Altoona Ward 3, Precinct 2",2024,STATE TREASURER,FWD,CHRIS FOSTER,2
"Altoona Ward 3, Precinct 2",2024,STATE TREASURER,Write-In,Write-In,1
"Altoona Ward 3, Precinct 2",2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,210
"Altoona Ward 3, Precinct 2",2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,349
"Altoona Ward 3, Precinct 2",2024,REPRESENTATIVE IN CONGRESS,Write-In,Write-In,3
"Altoona Ward 3, Precinct 2",2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 79TH DISTRICT,REP,LOU SCHMITT,457
"Altoona Ward 3, Precinct 2",2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 79TH DISTRICT,Write-In,Write-In,18
"Altoona Ward 4, Precinct 1",2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,188
"Altoona Ward 4, Precinct 1",2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,287
"Altoona Ward 4, Precinct 1",2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,1
"Altoona Ward 4, Precinct 1",2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,2
"Altoona Ward 4, Precinct 1",2024,PRESIDENTIAL ELECTORS,Write-In,Write-In,1
"Altoona Ward 4, Precinct 1",2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,186
"Altoona Ward 4, Precinct 1",2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,266
"Altoona Ward 4, Precinct 1",2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,13
"Altoona Ward 4, Precinct 1",2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,6
"Altoona Ward 4, Precinct 1",2024,UNITED STATES SENATOR,CST,MARTY SELKER,5
"Altoona Ward 4, Precinct 1",2024,UNITED STATES SENATOR,Write-In,Write-In,1
"Altoona Ward 4, Precinct 1",2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,183
"Altoona Ward 4, Precinct 1",2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,273
"Altoona Ward 4, Precinct 1",2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,9
"Altoona Ward 4, Precinct 1",2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,5
"Altoona Ward 4, Precinct 1",2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,1
"Altoona Ward 4, Precinct 1",2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,3
"Altoona Ward 4, Precinct 1",2024,ATTORNEY GENERAL,Write-In,Write-In,1
"Altoona Ward 4, Precinct 1",2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,172
"Altoona Ward 4, Precinct 1",2024,AUDITOR GENERAL,REP,TIM DEFOOR,278
"Altoona Ward 4, Precinct 1",2024,AUDITOR GENERAL,LIB,REECE SMITH,11
"Altoona Ward 4, Precinct 1",2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
"Altoona Ward 4, Precinct 1",2024,AUDITOR GENERAL,CST,BOB GOODRICH,11
"Altoona Ward 4, Precinct 1",2024,STATE TREASURER,DEM,ERIN MCCLELLAND,176
"Altoona Ward 4, Precinct 1",2024,STATE TREASURER,REP,STACY GARRITY,279
"Altoona Ward 4, Precinct 1",2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,6
"Altoona Ward 4, Precinct 1",2024,STATE TREASURER,CST,TROY BOWMAN,6
"Altoona Ward 4, Precinct 1",2024,STATE TREASURER,FWD,CHRIS FOSTER,2
"Altoona Ward 4, Precinct 1",2024,STATE TREASURER,Write-In,Write-In,1
"Altoona Ward 4, Precinct 1",2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,178
"Altoona Ward 4, Precinct 1",2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,295
"Altoona Ward 4, Precinct 1",2024,REPRESENTATIVE IN CONGRESS,Write-In,Write-In,1
"Altoona Ward 4, Precinct 1",2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 79TH DISTRICT,REP,LOU SCHMITT,390
"Altoona Ward 4, Precinct 1",2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 79TH DISTRICT,Write-In,Write-In,19
"Altoona Ward 4, Precinct 2",2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,194
"Altoona Ward 4, Precinct 2",2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,375
"Altoona Ward 4, Precinct 2",2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,6
"Altoona Ward 4, Precinct 2",2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,1
"Altoona Ward 4, Precinct 2",2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,200
"Altoona Ward 4, Precinct 2",2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,364
"Altoona Ward 4, Precinct 2",2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,7
"Altoona Ward 4, Precinct 2",2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,1
"Altoona Ward 4, Precinct 2",2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
"Altoona Ward 4, Precinct 2",2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,190
"Altoona Ward 4, Precinct 2",2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,367
"Altoona Ward 4, Precinct 2",2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,6
"Altoona Ward 4, Precinct 2",2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,2
"Altoona Ward 4, Precinct 2",2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,2
"Altoona Ward 4, Precinct 2",2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
"Altoona Ward 4, Precinct 2",2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,177
"Altoona Ward 4, Precinct 2",2024,AUDITOR GENERAL,REP,TIM DEFOOR,368
"Altoona Ward 4, Precinct 2",2024,AUDITOR GENERAL,LIB,REECE SMITH,11
"Altoona Ward 4, Precinct 2",2024,AUDITOR GENERAL,ASP,ERIC K ANTON,0
"Altoona Ward 4, Precinct 2",2024,AUDITOR GENERAL,CST,BOB GOODRICH,6
"Altoona Ward 4, Precinct 2",2024,STATE TREASURER,DEM,ERIN MCCLELLAND,180
"Altoona Ward 4, Precinct 2",2024,STATE TREASURER,REP,STACY GARRITY,366
"Altoona Ward 4, Precinct 2",2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,9
"Altoona Ward 4, Precinct 2",2024,STATE TREASURER,CST,TROY BOWMAN,5
"Altoona Ward 4, Precinct 2",2024,STATE TREASURER,FWD,CHRIS FOSTER,1
"Altoona Ward 4, Precinct 2",2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,180
"Altoona Ward 4, Precinct 2",2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,386
"Altoona Ward 4, Precinct 2",2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 79TH DISTRICT,REP,LOU SCHMITT,469
"Altoona Ward 5, Precinct 1",2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,56
"Altoona Ward 5, Precinct 1",2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,54
"Altoona Ward 5, Precinct 1",2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,1
"Altoona Ward 5, Precinct 1",2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,57
"Altoona Ward 5, Precinct 1",2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,54
"Altoona Ward 5, Precinct 1",2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,1
"Altoona Ward 5, Precinct 1",2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,51
"Altoona Ward 5, Precinct 1",2024,AUDITOR GENERAL,REP,TIM DEFOOR,59
"Altoona Ward 5, Precinct 1",2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
"Altoona Ward 5, Precinct 1",2024,STATE TREASURER,DEM,ERIN MCCLELLAND,52
"Altoona Ward 5, Precinct 1",2024,STATE TREASURER,REP,STACY GARRITY,57
"Altoona Ward 5, Precinct 1",2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,2
"Altoona Ward 5, Precinct 1",2024,STATE TREASURER,CST,TROY BOWMAN,1
"Altoona Ward 5, Precinct 1",2024,STATE TREASURER,FWD,CHRIS FOSTER,1
"Altoona Ward 5, Precinct 1",2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,55
"Altoona Ward 5, Precinct 1",2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,57
"Altoona Ward 5, Precinct 2",2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,196
"Altoona Ward 5, Precinct 2",2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,321
"Altoona Ward 5, Precinct 2",2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,2
"Altoona Ward 5, Precinct 2",2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,1
"Altoona Ward 5, Precinct 2",2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,196
"Altoona Ward 5, Precinct 2",2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,301
"Altoona Ward 5, Precinct 2",2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,10
"Altoona Ward 5, Precinct 2",2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,7
"Altoona Ward 5, Precinct 2",2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,185
"Altoona Ward 5, Precinct 2",2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,303
"Altoona Ward 5, Precinct 2",2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,11
"Altoona Ward 5, Precinct 2",2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,5
"Altoona Ward 5, Precinct 2",2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,2
"Altoona Ward 5, Precinct 2",2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,183
"Altoona Ward 5, Precinct 2",2024,AUDITOR GENERAL,REP,TIM DEFOOR,297
"Altoona Ward 5, Precinct 2",2024,AUDITOR GENERAL,LIB,REECE SMITH,13
"Altoona Ward 5, Precinct 2",2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
"Altoona Ward 5, Precinct 2",2024,AUDITOR GENERAL,CST,BOB GOODRICH,3
"Altoona Ward 5, Precinct 2",2024,STATE TREASURER,DEM,ERIN MCCLELLAND,187
"Altoona Ward 5, Precinct 2",2024,STATE TREASURER,REP,STACY GARRITY,295
"Altoona Ward 5, Precinct 2",2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,14
"Altoona Ward 5, Precinct 2",2024,STATE TREASURER,CST,TROY BOWMAN,2
"Altoona Ward 5, Precinct 2",2024,REPRESENTATIVE IN CONGRESS,DEM,BETH FARNHAM,184
"Altoona Ward 5, Precinct 2",2024,REPRESENTATIVE IN CONGRESS,REP,JOHN JOYCE,323
"Altoona Ward 5, Precinct 3",2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,161
"Altoona Ward 5, Precinct 3",2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,268
"Altoona Ward 5, Precinct 3",2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,4
"Altoona Ward 5, Precinct 3",2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,2
"Altoona Ward 5, Precinct 3",2024,PRESIDENTIAL ELECTORS,Write-In Totals,,1
"Altoona Ward 5, Precinct 3",2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,164
"Altoona Ward 5, Precinct 3",2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,250
"Altoona Ward 5, Precinct 3",2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,12
"Altoona Ward 5, Precinct 3",2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,4
"Altoona Ward 5, Precinct 3",2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
"Altoona Ward 5, Precinct 3",2024,UNITED STATES SENATOR,Write-In Totals,,0
"Altoona Ward 5, Precinct 3",2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,154
"Altoona Ward 5, Precinct 3",2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,263
"Altoona Ward 5, Precinct 3",2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,7
"Altoona Ward 5, Precinct 3",2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,4
"Altoona Ward 5, Precinct 3",2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,1
"Altoona Ward 5, Precinct 3",2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
"Altoona Ward 5, Precinct 3",2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,158
"Altoona Ward 5, Precinct 3",2024,AUDITOR GENERAL,REP,TIM DEFOOR,253
"Altoona Ward 5, Precinct 3",2024,AUDITOR GENERAL,LIB,REECE SMITH,8
"Altoona Ward 5, Precinct 3",2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
