precinct,year,race,party,candidate,votes
CAMP HILL 1,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,555
CAMP HILL 1,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,344
CAMP HILL 1,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,6
CAMP HILL 1,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,3
CAMP HILL 1,2024,PRESIDENTIAL ELECTORS,Write-In Totals,,6
CAMP HILL 1,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,550
CAMP HILL 1,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,330
CAMP HILL 1,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,10
CAMP HILL 1,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,10
CAMP HILL 1,2024,UNITED STATES SENATOR,CST,MARTY SELKER,2
CAMP HILL 1,2024,UNITED STATES SENATOR,Write-In Totals,,0
CAMP HILL 1,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,504
CAMP HILL 1,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,359
CAMP HILL 1,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,13
CAMP HILL 1,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,8
CAMP HILL 1,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,4
CAMP HILL 1,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,4
CAMP HILL 1,2024,ATTORNEY GENERAL,Write-In Totals,,0
CAMP HILL 1,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,494
CAMP HILL 1,2024,AUDITOR GENERAL,REP,TIM DEFOOR,370
CAMP HILL 1,2024,AUDITOR GENERAL,LIB,REECE SMITH,17
CAMP HILL 1,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
CAMP HILL 1,2024,AUDITOR GENERAL,CST,BOB GOODRICH,6
CAMP HILL 1,2024,AUDITOR GENERAL,Write-In Totals,,0
CAMP HILL 1,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,472
CAMP HILL 1,2024,STATE TREASURER,REP,STACY GARRITY,394
CAMP HILL 1,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,17
CAMP HILL 1,2024,STATE TREASURER,CST,TROY BOWMAN,2
CAMP HILL 1,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
CAMP HILL 1,2024,STATE TREASURER,Write-In Totals,,0
CAMP HILL 1,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,DEM,JANELLE STELSON,565
CAMP HILL 1,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,REP,SCOTT PERRY,332
CAMP HILL 1,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,Write-In Totals,,0
CAMP HILL 1,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,DEM,NATE DAVIDSON,524
CAMP HILL 1,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,REP,CINDI WARD,360
CAMP HILL 1,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,Write-In Totals,,1
CAMP HILL 2,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,677
CAMP HILL 2,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,474
CAMP HILL 2,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,5
CAMP HILL 2,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,9
CAMP HILL 2,2024,PRESIDENTIAL ELECTORS,Write-In Totals,,9
CAMP HILL 2,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,653
CAMP HILL 2,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,484
CAMP HILL 2,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,16
CAMP HILL 2,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,11
CAMP HILL 2,2024,UNITED STATES SENATOR,CST,MARTY SELKER,2
CAMP HILL 2,2024,UNITED STATES SENATOR,Write-In Totals,,1
CAMP HILL 2,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,618
CAMP HILL 2,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,511
CAMP HILL 2,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,13
CAMP HILL 2,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,4
CAMP HILL 2,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,4
CAMP HILL 2,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,6
CAMP HILL 2,2024,ATTORNEY GENERAL,Write-In Totals,,1
CAMP HILL 2,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,572
CAMP HILL 2,2024,AUDITOR GENERAL,REP,TIM DEFOOR,552
CAMP HILL 2,2024,AUDITOR GENERAL,LIB,REECE SMITH,17
CAMP HILL 2,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
CAMP HILL 2,2024,AUDITOR GENERAL,CST,BOB GOODRICH,5
CAMP HILL 2,2024,AUDITOR GENERAL,Write-In Totals,,1
CAMP HILL 2,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,579
CAMP HILL 2,2024,STATE TREASURER,REP,STACY GARRITY,542
CAMP HILL 2,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,16
CAMP HILL 2,2024,STATE TREASURER,CST,TROY BOWMAN,0
CAMP HILL 2,2024,STATE TREASURER,FWD,CHRIS FOSTER,6
CAMP HILL 2,2024,STATE TREASURER,Write-In Totals,,2
CAMP HILL 2,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,DEM,JANELLE STELSON,705
CAMP HILL 2,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,REP,SCOTT PERRY,460
CAMP HILL 2,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,Write-In Totals,,2
CAMP HILL 2,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,DEM,NATE DAVIDSON,634
CAMP HILL 2,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,REP,CINDI WARD,508
CAMP HILL 2,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,Write-In Totals,,5
CAMP HILL 3,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS ,885
CAMP HILL 3,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,635
CAMP HILL 3,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,10
CAMP HILL 3,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,6
CAMP HILL 3,2024,PRESIDENTIAL ELECTORS,Write-In Totals,,11
CAMP HILL 3,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,856
CAMP HILL 3,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,653
CAMP HILL 3,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,21
CAMP HILL 3,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,10
CAMP HILL 3,2024,UNITED STATES SENATOR,CST,MARTY SELKER,1
CAMP HILL 3,2024,UNITED STATES SENATOR,Write-In Totals,,0
CAMP HILL 3,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,815
CAMP HILL 3,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,682
CAMP HILL 3,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,17
CAMP HILL 3,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,8
CAMP HILL 3,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,7
CAMP HILL 3,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,3
CAMP HILL 3,2024,ATTORNEY GENERAL,Write-In Totals,,1
CAMP HILL 3,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,762
CAMP HILL 3,2024,AUDITOR GENERAL,REP,TIM DEFOOR,728
CAMP HILL 3,2024,AUDITOR GENERAL,LIB,REECE SMITH,29
CAMP HILL 3,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
CAMP HILL 3,2024,AUDITOR GENERAL,CST,BOB GOODRICH,9
CAMP HILL 3,2024,AUDITOR GENERAL,Write-In Totals,,1
CAMP HILL 3,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,730
CAMP HILL 3,2024,STATE TREASURER,REP,STACY GARRITY,743
CAMP HILL 3,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,25
CAMP HILL 3,2024,STATE TREASURER,CST,TROY BOWMAN,8
CAMP HILL 3,2024,STATE TREASURER,FWD,CHRIS FOSTER,5
CAMP HILL 3,2024,STATE TREASURER,Write-In Totals,,3
CAMP HILL 3,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,DEM,JANELLE STELSON,907
CAMP HILL 3,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,REP,SCOTT PERRY,619
CAMP HILL 3,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,Write-In Totals,,6
CAMP HILL 3,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,DEM,NATE DAVIDSON,820
CAMP HILL 3,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,REP,CINDI WARD,704
CAMP HILL 3,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,Write-In Totals,,2
CAMP HILL 4,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS ,346
CAMP HILL 4,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,268
CAMP HILL 4,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,5
CAMP HILL 4,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,8
CAMP HILL 4,2024,PRESIDENTIAL ELECTORS,Write-In Totals,,4
CAMP HILL 4,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,346
CAMP HILL 4,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,259
CAMP HILL 4,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,10
CAMP HILL 4,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,10
CAMP HILL 4,2024,UNITED STATES SENATOR,CST,MARTY SELKER,0
CAMP HILL 4,2024,UNITED STATES SENATOR,Write-In Totals,,0
CAMP HILL 4,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,331
CAMP HILL 4,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,270
CAMP HILL 4,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,8
CAMP HILL 4,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,8
CAMP HILL 4,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,1
CAMP HILL 4,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,5
CAMP HILL 4,2024,ATTORNEY GENERAL,Write-In Totals,,1
CAMP HILL 4,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,322
CAMP HILL 4,2024,AUDITOR GENERAL,REP,TIM DEFOOR,278
CAMP HILL 4,2024,AUDITOR GENERAL,LIB,REECE SMITH,13
CAMP HILL 4,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
CAMP HILL 4,2024,AUDITOR GENERAL,CST,BOB GOODRICH,5
CAMP HILL 4,2024,AUDITOR GENERAL,Write-In Totals,,1
CAMP HILL 4,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,320
CAMP HILL 4,2024,STATE TREASURER,REP,STACY GARRITY,282
CAMP HILL 4,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,12
CAMP HILL 4,2024,STATE TREASURER,CST,TROY BOWMAN,0
CAMP HILL 4,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
CAMP HILL 4,2024,STATE TREASURER,Write-In Totals,,1
CAMP HILL 4,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,DEM,JANELLE STELSON,360
CAMP HILL 4,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,REP,SCOTT PERRY,263
CAMP HILL 4,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,Write-In Totals,,3
CAMP HILL 4,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,DEM,NATE DAVIDSON,341
CAMP HILL 4,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,REP,CINDI WARD,273
CAMP HILL 4,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,Write-In Totals,,3
CAMP HILL 5,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,564
CAMP HILL 5,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,373
CAMP HILL 5,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,6
CAMP HILL 5,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,12
CAMP HILL 5,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,5
CAMP HILL 5,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,552
CAMP HILL 5,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,350
CAMP HILL 5,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,17
CAMP HILL 5,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,19
CAMP HILL 5,2024,UNITED STATES SENATOR,CST,MARTY SELKER,4
CAMP HILL 5,2024,UNITED STATES SENATOR,Write-In,Write-In Totals,1
CAMP HILL 5,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,521
CAMP HILL 5,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,377
CAMP HILL 5,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,10
CAMP HILL 5,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,22
CAMP HILL 5,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,3
CAMP HILL 5,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,2
CAMP HILL 5,2024,ATTORNEY GENERAL,Write-In,Write-In Totals,1
CAMP HILL 5,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,511
CAMP HILL 5,2024,AUDITOR GENERAL,REP,TIM DEFOOR,390
CAMP HILL 5,2024,AUDITOR GENERAL,LIB,REECE SMITH,15
CAMP HILL 5,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,3
CAMP HILL 5,2024,AUDITOR GENERAL,CST,BOB GOODRICH,8
CAMP HILL 5,2024,AUDITOR GENERAL,Write-In,Write-In Totals,2
CAMP HILL 5,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,517
CAMP HILL 5,2024,STATE TREASURER,REP,STACY GARRITY,380
CAMP HILL 5,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,17
CAMP HILL 5,2024,STATE TREASURER,CST,TROY BOWMAN,5
CAMP HILL 5,2024,STATE TREASURER,FWD,CHRIS FOSTER,4
CAMP HILL 5,2024,STATE TREASURER,Write-In,Write-In Totals,4
CAMP HILL 5,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,DEM,JANELLE STELSON,585
CAMP HILL 5,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,REP,SCOTT PERRY,356
CAMP HILL 5,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,Write-In,Write-In Totals,2
CAMP HILL 5,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,DEM,NATE DAVIDSON,535
CAMP HILL 5,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,REP,CINDI WARD,391
CAMP HILL 5,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 103RD DISTRICT,Write-In,Write-In Totals,1
CARLISLE 1-1,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,272
CARLISLE 1-1,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,167
CARLISLE 1-1,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,3
CARLISLE 1-1,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,5
CARLISLE 1-1,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,1
CARLISLE 1-1,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,270
CARLISLE 1-1,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,145
CARLISLE 1-1,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,6
CARLISLE 1-1,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,7
CARLISLE 1-1,2024,UNITED STATES SENATOR,CST,MARTY SELKER,2
CARLISLE 1-1,2024,UNITED STATES SENATOR,Write-In,Write-In Totals,0
CARLISLE 1-1,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,252
CARLISLE 1-1,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,160
CARLISLE 1-1,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,8
CARLISLE 1-1,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,5
CARLISLE 1-1,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,4
CARLISLE 1-1,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,0
CARLISLE 1-1,2024,ATTORNEY GENERAL,Write-In,Write-In Totals,0
CARLISLE 1-1,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,250
CARLISLE 1-1,2024,AUDITOR GENERAL,REP,TIM DEFOOR,161
CARLISLE 1-1,2024,AUDITOR GENERAL,LIB,REECE SMITH,9
CARLISLE 1-1,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,2
CARLISLE 1-1,2024,AUDITOR GENERAL,CST,BOB GOODRICH,3
CARLISLE 1-1,2024,AUDITOR GENERAL,Write-In,Write-In Totals,1
CARLISLE 1-1,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,239
CARLISLE 1-1,2024,STATE TREASURER,REP,STACY GARRITY,166
CARLISLE 1-1,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,11
CARLISLE 1-1,2024,STATE TREASURER,CST,TROY BOWMAN,3
CARLISLE 1-1,2024,STATE TREASURER,FWD,CHRIS FOSTER,5
CARLISLE 1-1,2024,STATE TREASURER,Write-In,Write-In Totals,0
CARLISLE 1-1,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,DEM,JANELLE STELSON,277
CARLISLE 1-1,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,REP,SCOTT PERRY,152
CARLISLE 1-1,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,Write-In,Write-In Totals,1
CARLISLE 1-1,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 199TH DISTRICT,DEM,RICK CHRISTIE,265
CARLISLE 1-1,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 199TH DISTRICT,REP,BARB GLEIM,160
CARLISLE 1-1,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 199TH DISTRICT,Write-In,Write-In Totals,2
CARLISLE 1-2,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,298
CARLISLE 1-2,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,224
CARLISLE 1-2,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,5
CARLISLE 1-2,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,2
CARLISLE 1-2,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,0
CARLISLE 1-2,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,293
CARLISLE 1-2,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,212
CARLISLE 1-2,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,6
CARLISLE 1-2,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,11
CARLISLE 1-2,2024,UNITED STATES SENATOR,CST,MARTY SELKER,4
CARLISLE 1-2,2024,UNITED STATES SENATOR,Write-In,Write-In Totals,1
CARLISLE 1-2,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,277
CARLISLE 1-2,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,221
CARLISLE 1-2,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,8
CARLISLE 1-2,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,10
CARLISLE 1-2,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,4
CARLISLE 1-2,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,3
CARLISLE 1-2,2024,ATTORNEY GENERAL,Write-In,Write-In Totals,1
CARLISLE 1-2,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,277
CARLISLE 1-2,2024,AUDITOR GENERAL,REP,TIM DEFOOR,222
CARLISLE 1-2,2024,AUDITOR GENERAL,LIB,REECE SMITH,18
CARLISLE 1-2,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
CARLISLE 1-2,2024,AUDITOR GENERAL,CST,BOB GOODRICH,5
CARLISLE 1-2,2024,AUDITOR GENERAL,Write-In,Write-In Totals,0
CARLISLE 1-2,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,269
CARLISLE 1-2,2024,STATE TREASURER,REP,STACY GARRITY,229
CARLISLE 1-2,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,15
CARLISLE 1-2,2024,STATE TREASURER,CST,TROY BOWMAN,7
CARLISLE 1-2,2024,STATE TREASURER,FWD,CHRIS FOSTER,2
CARLISLE 1-2,2024,STATE TREASURER,Write-In,Write-In Totals,1
CARLISLE 1-2,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,DEM,JANELLE STELSON,308
CARLISLE 1-2,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,REP,SCOTT PERRY,218
CARLISLE 1-2,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,Write-In,Write-In Totals,1
CARLISLE 1-2,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 199TH DISTRICT,DEM,RICK CHRISTIE,282
CARLISLE 1-2,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 199TH DISTRICT,REP,BARB GLEIM,236
CARLISLE 1-2,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 199TH DISTRICT,Write-In,Write-In Totals,2
CARLISLE 2,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,525
CARLISLE 2,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,333
CARLISLE 2,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,4
CARLISLE 2,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,7
CARLISLE 2,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,4
CARLISLE 2,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,501
CARLISLE 2,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,319
CARLISLE 2,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,24
CARLISLE 2,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,18
CARLISLE 2,2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
CARLISLE 2,2024,UNITED STATES SENATOR,Write-In,Write-In Totals,2
CARLISLE 2,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,493
CARLISLE 2,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,325
CARLISLE 2,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,20
CARLISLE 2,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,9
CARLISLE 2,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,7
CARLISLE 2,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,6
CARLISLE 2,2024,ATTORNEY GENERAL,Write-In,Write-In Totals,3
CARLISLE 2,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,495
CARLISLE 2,2024,AUDITOR GENERAL,REP,TIM DEFOOR,327
CARLISLE 2,2024,AUDITOR GENERAL,LIB,REECE SMITH,27
CARLISLE 2,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
CARLISLE 2,2024,AUDITOR GENERAL,CST,BOB GOODRICH,3
CARLISLE 2,2024,AUDITOR GENERAL,Write-In,Write-In Totals,2
CARLISLE 2,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,481
CARLISLE 2,2024,STATE TREASURER,REP,STACY GARRITY,332
CARLISLE 2,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,28
CARLISLE 2,2024,STATE TREASURER,CST,TROY BOWMAN,7
CARLISLE 2,2024,STATE TREASURER,FWD,CHRIS FOSTER,7
CARLISLE 2,2024,STATE TREASURER,Write-In,Write-In Totals,4
CARLISLE 2,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,DEM,JANELLE STELSON,546
CARLISLE 2,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,REP,SCOTT PERRY,309
CARLISLE 2,2024,REPRESENTATIVE IN CONGRESS 10TH DISTRICT,Write-In,Write-In Totals,2
CARLISLE 2,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 199TH DISTRICT,DEM,RICK CHRISTIE,505
CARLISLE 2,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 199TH DISTRICT,REP,BARB GLEIM,349
CARLISLE 2,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 199TH DISTRICT,Write-In,Write-In Totals,3
CARLISLE 3-1,2024 GENERAL ELECTION,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,1432
CARLISLE 3-1,2024 GENERAL ELECTION,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,394
CARLISLE 3-1,2024 GENERAL ELECTION,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,10
CARLISLE 3-1,2024 GENERAL ELECTION,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,14
CARLISLE 3-1,2024 GENERAL ELECTION,PRESIDENTIAL ELECTORS,Write-In Totals,,5
CARLISLE 3-1,2024 GENERAL ELECTION,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,1380
CARLISLE 3-1,2024 GENERAL ELECTION,UNITED STATES SENATOR,REP,DAVE MCCORMICK,372
CARLISLE 3-1,2024 GENERAL ELECTION,UNITED STATES SENATOR,LIB,JOHN C THOMAS,21
CARLISLE 3-1,2024 GENERAL ELECTION,UNITED STATES SENATOR,GRN,LEILA HAZOU,39
CARLISLE 3-1,2024 GENERAL ELECTION,UNITED STATES SENATOR,CST,MARTY SELKER,4
CARLISLE 3-1,2024 GENERAL ELECTION,UNITED STATES SENATOR,Write-In Totals,,0
CARLISLE 3-1,2024 GENERAL ELECTION,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,1328
CARLISLE 3-1,2024 GENERAL ELECTION,ATTORNEY GENERAL,REP,DAVE SUNDAY,405
CARLISLE 3-1,2024 GENERAL ELECTION,ATTORNEY GENERAL,LIB,ROBERT COWBURN,19
CARLISLE 3-1,2024 GENERAL ELECTION,ATTORNEY GENERAL,GRN,RICHARD L WEISS,32
CARLISLE 3-1,2024 GENERAL ELECTION,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,4
CARLISLE 3-1,2024 GENERAL ELECTION,ATTORNEY GENERAL,FWD,ERIC L SETTLE,0
