precinct,year,race,party,candidate,votes
SPRUCE CREEK,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81st District,REP,RICH IRVIN,110
TELL,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,69
TELL,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,280
TELL,2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,0
TELL,2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,2
TELL,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,72
TELL,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,263
TELL,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,3
TELL,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,5
TELL,2024,UNITED STATES SENATOR,CST,MARTY SELKER,0
TELL,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,64
TELL,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,262
TELL,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,4
TELL,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,3
TELL,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,2
TELL,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,0
TELL,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,60
TELL,2024,AUDITOR GENERAL,REP,TIM DEFOOR,262
TELL,2024,AUDITOR GENERAL,LIB,REECE SMITH,7
TELL,2024,AUDITOR GENERAL,AST,ERIC K ANTON,1
TELL,2024,AUDITOR GENERAL,CST,BOB GOODRICH,4
TELL,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,65
TELL,2024,STATE TREASURER,REP,STACY GARRITY,263
TELL,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,5
TELL,2024,STATE TREASURER,CST,TROY BOWMAN,3
TELL,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
TELL,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,DEM,BETH FARNHAM,64
TELL,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,REP,JOHN JOYCE,275
TELL,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81st District,DEM,SEAN STEEG,62
TELL,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81st District,REP,RICH IRVIN,274
THREE SPRINGS,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,9
THREE SPRINGS,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,25
THREE SPRINGS,2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,0
THREE SPRINGS,2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,0
THREE SPRINGS,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,11
THREE SPRINGS,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,23
THREE SPRINGS,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,0
THREE SPRINGS,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,0
THREE SPRINGS,2024,UNITED STATES SENATOR,CST,MARTY SELKER,0
THREE SPRINGS,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,9
THREE SPRINGS,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,25
THREE SPRINGS,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,0
THREE SPRINGS,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,0
THREE SPRINGS,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,0
THREE SPRINGS,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,0
THREE SPRINGS,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,9
THREE SPRINGS,2024,AUDITOR GENERAL,REP,TIM DEFOOR,23
THREE SPRINGS,2024,AUDITOR GENERAL,LIB,REECE SMITH,0
THREE SPRINGS,2024,AUDITOR GENERAL,AST,ERIC K ANTON,0
THREE SPRINGS,2024,AUDITOR GENERAL,CST,BOB GOODRICH,2
THREE SPRINGS,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,9
THREE SPRINGS,2024,STATE TREASURER,REP,STACY GARRITY,25
THREE SPRINGS,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,0
THREE SPRINGS,2024,STATE TREASURER,CST,TROY BOWMAN,0
THREE SPRINGS,2024,STATE TREASURER,FWD,CHRIS FOSTER,0
THREE SPRINGS,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,DEM,BETH FARNHAM,8
THREE SPRINGS,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,REP,JOHN JOYCE,25
THREE SPRINGS,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,Write-In,Write-In,1
THREE SPRINGS,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81st District,DEM,SEAN STEEG,7
THREE SPRINGS,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81st District,REP,RICH IRVIN,27
TODD,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,25
TODD,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,68
TODD,2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,0
TODD,2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,0
TODD,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,28
TODD,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,65
TODD,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,0
TODD,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,0
TODD,2024,UNITED STATES SENATOR,CST,MARTY SELKER,0
TODD,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,23
TODD,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,68
TODD,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,1
TODD,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,0
TODD,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,1
TODD,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,0
TODD,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,26
TODD,2024,AUDITOR GENERAL,REP,TIM DEFOOR,67
TODD,2024,AUDITOR GENERAL,LIB,REECE SMITH,0
TODD,2024,AUDITOR GENERAL,AST,ERIC K ANTON,0
TODD,2024,AUDITOR GENERAL,CST,BOB GOODRICH,0
TODD,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,25
TODD,2024,STATE TREASURER,REP,STACY GARRITY,68
TODD,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,0
TODD,2024,STATE TREASURER,CST,TROY BOWMAN,0
TODD,2024,STATE TREASURER,FWD,CHRIS FOSTER,0
TODD,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,DEM,BETH FARNHAM,25
TODD,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,REP,JOHN JOYCE,68
TODD,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81st District,DEM,SEAN STEEG,24
TODD,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81st District,REP,RICH IRVIN,69
UNION,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,38
UNION,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,42
UNION,2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,0
UNION,2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,0
UNION,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,37
UNION,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,42
UNION,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,0
UNION,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,0
UNION,2024,UNITED STATES SENATOR,CST,MARTY SELKER,0
UNION,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,32
UNION,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,47
UNION,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,0
UNION,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,0
UNION,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,0
UNION,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,0
UNION,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,35
UNION,2024,AUDITOR GENERAL,REP,TIM DEFOOR,42
UNION,2024,AUDITOR GENERAL,LIB,REECE SMITH,1
UNION,2024,AUDITOR GENERAL,AST,ERIC K ANTON,1
UNION,2024,AUDITOR GENERAL,CST,BOB GOODRICH,0
UNION,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,35
UNION,2024,STATE TREASURER,REP,STACY GARRITY,42
UNION,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,1
UNION,2024,STATE TREASURER,CST,TROY BOWMAN,0
UNION,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
UNION,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,DEM,BETH FARNHAM,35
UNION,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,REP,JOHN JOYCE,44
UNION,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81st District,DEM,SEAN STEEG,32
UNION,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81st District,REP,RICH IRVIN,48
WALKER,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,98
WALKER,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,144
WALKER,2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,1
WALKER,2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,2
WALKER,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,103
WALKER,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,142
WALKER,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,1
WALKER,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,1
WALKER,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,91
WALKER,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,154
WALKER,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,2
WALKER,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,1
WALKER,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,94
WALKER,2024,AUDITOR GENERAL,REP,TIM DEFOOR,150
WALKER,2024,AUDITOR GENERAL,LIB,REECE SMITH,2
WALKER,2024,AUDITOR GENERAL,CST,BOB GOODRICH,2
WALKER,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,91
WALKER,2024,STATE TREASURER,REP,STACY GARRITY,155
WALKER,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,2
WALKER,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,DEM,BETH FARNHAM,96
WALKER,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,REP,JOHN JOYCE,152
WALKER,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST DISTRICT,DEM,SEAN STEEG,90
WALKER,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST DISTRICT,REP,RICH IRVIN,156
WARRIORS MARK,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,78
WARRIORS MARK,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,112
WARRIORS MARK,2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,1
WARRIORS MARK,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,80
WARRIORS MARK,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,107
WARRIORS MARK,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,2
WARRIORS MARK,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,1
WARRIORS MARK,2024,UNITED STATES SENATOR,CST,MARTY SELKER,1
WARRIORS MARK,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,72
WARRIORS MARK,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,116
WARRIORS MARK,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,1
WARRIORS MARK,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,1
WARRIORS MARK,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,1
WARRIORS MARK,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,72
WARRIORS MARK,2024,AUDITOR GENERAL,REP,TIM DEFOOR,118
WARRIORS MARK,2024,AUDITOR GENERAL,CST,BOB GOODRICH,1
WARRIORS MARK,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,75
WARRIORS MARK,2024,STATE TREASURER,REP,STACY GARRITY,115
WARRIORS MARK,2024,STATE TREASURER,CST,TROY BOWMAN,1
WARRIORS MARK,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,DEM,BETH FARNHAM,77
WARRIORS MARK,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,REP,JOHN JOYCE,114
WARRIORS MARK,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 80TH DISTRICT,REP,SCOTT BARGER,136
WEST,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,66
WEST,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,261
WEST,2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,1
WEST,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,63
WEST,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,259
WEST,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,6
WEST,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,55
WEST,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,259
WEST,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,1
WEST,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,4
WEST,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,1
WEST,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,48
WEST,2024,STATE TREASURER,REP,STACY GARRITY,262
WEST,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,4
WEST,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,DEM,BETH FARNHAM,51
WEST,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,REP,JOHN JOYCE,274
WEST,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST DISTRICT,DEM,SEAN STEEG,46
WEST,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST DISTRICT,REP,RICH IRVIN,278
WOOD,2024,PRESIDENTIAL ELECTORS,DEM,HARRIS / WALZ,8
WOOD,2024,PRESIDENTIAL ELECTORS,REP,TRUMP / VANCE,33
WOOD,2024,PRESIDENTIAL ELECTORS,LIB,OLIVER / TER MAAT,0
WOOD,2024,PRESIDENTIAL ELECTORS,GRN,STEIN / WARE,0
WOOD,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,12
WOOD,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,29
WOOD,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,0
WOOD,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,0
WOOD,2024,UNITED STATES SENATOR,CST,MARTY SELKER,0
WOOD,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,8
WOOD,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,31
WOOD,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,0
WOOD,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,0
WOOD,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,0
WOOD,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,0
WOOD,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,9
WOOD,2024,AUDITOR GENERAL,REP,TIM DEFOOR,29
WOOD,2024,AUDITOR GENERAL,LIB,REECE SMITH,0
WOOD,2024,AUDITOR GENERAL,AST,ERIC K ANTON,0
WOOD,2024,AUDITOR GENERAL,CST,BOB GOODRICH,1
WOOD,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,9
WOOD,2024,STATE TREASURER,REP,STACY GARRITY,30
WOOD,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,0
WOOD,2024,STATE TREASURER,CST,TROY BOWMAN,1
WOOD,2024,STATE TREASURER,FWD,CHRIS FOSTER,0
WOOD,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,DEM,BETH FARNHAM,8
WOOD,2024,REPRESENTATIVE IN CONGRESS 13TH DISTRICT,REP,JOHN JOYCE,33
WOOD,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81st District,DEM,SEAN STEEG,8
WOOD,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81st District,REP,RICH IRVIN,33
