precinct,year,race,party,candidate,votes
WEST HEMLOCK TOWNSHIP,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
WEST HEMLOCK TOWNSHIP,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,82
WEST HEMLOCK TOWNSHIP,2024,AUDITOR GENERAL,REP,TIM DEFOOR,229
WEST HEMLOCK TOWNSHIP,2024,AUDITOR GENERAL,LIB,REECE SMITH,11
WEST HEMLOCK TOWNSHIP,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
WEST HEMLOCK TOWNSHIP,2024,AUDITOR GENERAL,CST,BOB GOODRICH,2
WEST HEMLOCK TOWNSHIP,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,80
WEST HEMLOCK TOWNSHIP,2024,STATE TREASURER,REP,STACY GARRITY,237
WEST HEMLOCK TOWNSHIP,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,2
WEST HEMLOCK TOWNSHIP,2024,STATE TREASURER,CST,TROY BOWMAN,3
WEST HEMLOCK TOWNSHIP,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
WEST HEMLOCK TOWNSHIP,2024,REP. IN CONGRESS,DEM,AMANDA WALDMAN,79
WEST HEMLOCK TOWNSHIP,2024,REP. IN CONGRESS,REP,DAN MEUSER,248
WEST HEMLOCK TOWNSHIP,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,PATRICIA LAWTON,79
WEST HEMLOCK TOWNSHIP,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,LYNDA J SCHLEGEL CULVER,246
WEST HEMLOCK TOWNSHIP,2024,REP. IN THE GENERAL ASSEMBLY,REP,MICHAEL STENDER,285
WEST HEMLOCK TOWNSHIP,2024,REP. IN THE GENERAL ASSEMBLY,Write-In,Write-In: Trevor Finn,1
WEST HEMLOCK TOWNSHIP,2024,REP. IN THE GENERAL ASSEMBLY,Write-In,Write-In: Scattered,2
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,John Voe,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Teresa Reitmeyer,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Alex Miller,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Michael Mast,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Shawn Tredinnick,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Josh Shapiro,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Hope R. Moro,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Hunter Klena,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Megan R. Moro,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Lisa Balough,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Gary Woolcock,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,John Smith,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Cory Appleman,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Lucie Henry,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Katie Maselli,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Joe Kissell,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Steven Lietman,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Henry Larsen,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Cameron Diettanson,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,John Harold Force,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,John Miller,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Matthew Lawton,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Nick Ungson,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Bonnie Trump,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Joe Delbo,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Ryan Butler,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Scott Lynn,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,John Deppen,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Dawn Drumheiser,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Amber Neidig,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Van Wagner,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,David A. Toczek,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Luke Schrum,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Don Henley,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Donald Trump,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Matthew Burton,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Jason Radel,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Kendrick Lamar,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Rebecca Dressler,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Anton Haines,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Ed Hermon,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Richard Brown,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Mario Tulino,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Lynn Shoop,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Joe Smith,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Anthony Haines,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Kyra Winstead,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Mary Herman,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Jennifer Brudnicki,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Bradley Herrold,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Jeffrey Mensch Jr,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Westley Shepperson,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Kelly Ann Ash,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Eli Dehart,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Greg Moro,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Brooks Stahlnecker,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Stephen Shewalter,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Tina Byers,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,"John ""Jack"" Gerst",0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Jean Fry,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Steven Annulli,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Sabrina Lyons,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Kamryn Michaels,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Joseph R. Koons,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Tom Benfer,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Mitt Romney,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Joseph Biden,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Danielle Bender,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Terry Aunkst,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Erin Fitzgerald,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,William Miller,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Roger Brown,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Beth Burleigh,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Lauren Porsi,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Kristin M McCollum,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,"""Jack"" John Gerst",0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Tina West,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Gary Lawrence Derr,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Ray Cotolo,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Thomas Webb,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Michelle Obama,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Charles Wagner,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Roger D. Brown,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,William Hanna,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Wade Meckler,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Bob Smith,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Sara Idris,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Robert J Scerba,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Bradley Baylor,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Gino Sartori,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Dorette English,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Ian Ficca,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Soren Beiler,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Michael Tuckman,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Joseph Bloggs,0
WEST HEMLOCK TOWNSHIP,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY,Write-In,Dan Digiovanki,0
