precinct,year,race,party,candidate,votes
Clark Borough,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,124
Clark Borough,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,242
Clark Borough,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,1
Clark Borough,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,1
Clark Borough,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,127
Clark Borough,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,227
Clark Borough,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,5
Clark Borough,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,3
Clark Borough,2024,UNITED STATES SENATOR,CST,MARTY SELKER,1
Clark Borough,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,127
Clark Borough,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,222
Clark Borough,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,7
Clark Borough,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,2
Clark Borough,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,2
Clark Borough,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,113
Clark Borough,2024,AUDITOR GENERAL,REP,TIM DEFOOR,228
Clark Borough,2024,AUDITOR GENERAL,LIB,REECE SMITH,8
Clark Borough,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
Clark Borough,2024,AUDITOR GENERAL,CST,BOB GOODRICH,3
Clark Borough,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,120
Clark Borough,2024,STATE TREASURER,REP,STACY GARRITY,226
Clark Borough,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,10
Clark Borough,2024,STATE TREASURER,CST,TROY BOWMAN,0
Clark Borough,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
Clark Borough,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,DEM,PRESTON NOURI,118
Clark Borough,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,REP,MIKE KELLY,243
Clark Borough,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY DISTRICT 7,REP,PARKE WENTLING,285
Coolspring Township,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,304
Coolspring Township,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,915
Coolspring Township,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,7
Coolspring Township,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,3
Coolspring Township,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,311
Coolspring Township,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,888
Coolspring Township,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,17
Coolspring Township,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,4
Coolspring Township,2024,UNITED STATES SENATOR,CST,MARTY SELKER,6
Coolspring Township,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,284
Coolspring Township,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,893
Coolspring Township,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,17
Coolspring Township,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,5
Coolspring Township,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,10
Coolspring Township,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,4
Coolspring Township,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,259
Coolspring Township,2024,AUDITOR GENERAL,REP,TIM DEFOOR,918
Coolspring Township,2024,AUDITOR GENERAL,LIB,REECE SMITH,22
Coolspring Township,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,3
Coolspring Township,2024,AUDITOR GENERAL,CST,BOB GOODRICH,7
Coolspring Township,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,272
Coolspring Township,2024,STATE TREASURER,REP,STACY GARRITY,896
Coolspring Township,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,21
Coolspring Township,2024,STATE TREASURER,CST,TROY BOWMAN,12
Coolspring Township,2024,STATE TREASURER,FWD,CHRIS FOSTER,9
Coolspring Township,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,DEM,PRESTON NOURI,284
Coolspring Township,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,REP,MIKE KELLY,934
Coolspring Township,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY DISTRICT 17,REP,TIM BONNER,1045
"Mercer, Deer Creek Township",2024,Presidential Electors,DEM,KAMALA D HARRIS,51
"Mercer, Deer Creek Township",2024,Presidential Electors,REP,DONALD J TRUMP,206
"Mercer, Deer Creek Township",2024,Presidential Electors,LIB,CHASE OLIVER,0
"Mercer, Deer Creek Township",2024,Presidential Electors,GRN,JILL STEIN,1
"Mercer, Deer Creek Township",2024,Presidential Electors,Write-In,Write-In,1
"Mercer, Deer Creek Township",2024,United States Senator,DEM,ROBERT P CASEY JR,55
"Mercer, Deer Creek Township",2024,United States Senator,REP,DAVE MCCORMICK,195
"Mercer, Deer Creek Township",2024,United States Senator,LIB,JOHN C THOMAS,2
"Mercer, Deer Creek Township",2024,United States Senator,GRN,LEILA HAZOU,3
"Mercer, Deer Creek Township",2024,United States Senator,CST,MARTY SELKER,1
"Mercer, Deer Creek Township",2024,Attorney General,DEM,EUGENE DEPASQUALE,53
"Mercer, Deer Creek Township",2024,Attorney General,REP,DAVE SUNDAY,194
"Mercer, Deer Creek Township",2024,Attorney General,LIB,ROBERT COWBURN,1
"Mercer, Deer Creek Township",2024,Attorney General,GRN,RICHARD L WEISS,4
"Mercer, Deer Creek Township",2024,Attorney General,CST,JUSTIN L MAGILL,3
"Mercer, Deer Creek Township",2024,Auditor General,DEM,MALCOLM KENYATTA,53
"Mercer, Deer Creek Township",2024,Auditor General,REP,TIM DEFOOR,194
"Mercer, Deer Creek Township",2024,Auditor General,LIB,REECE SMITH,3
"Mercer, Deer Creek Township",2024,Auditor General,ASP,ERIC K ANTON,1
"Mercer, Deer Creek Township",2024,Auditor General,CST,BOB GOODRICH,2
"Mercer, Deer Creek Township",2024,State Treasurer,DEM,ERIN MCCLELLAND,50
"Mercer, Deer Creek Township",2024,State Treasurer,REP,STACY GARRITY,197
"Mercer, Deer Creek Township",2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,3
"Mercer, Deer Creek Township",2024,State Treasurer,CST,TROY BOWMAN,2
"Mercer, Deer Creek Township",2024,State Treasurer,FWD,CHRIS FOSTER,2
"Mercer, Deer Creek Township",2024,Representative in Congress District 16,DEM,PRESTON NOURI,49
"Mercer, Deer Creek Township",2024,Representative in Congress District 16,REP,MIKE KELLY,206
"Mercer, Deer Creek Township",2024,Representative in the General Assembly District 17,REP,TIM BONNER,223
"Mercer, Deer Creek Township",2024,Representative in the General Assembly District 17,Write-In,Write-In,5
"Mercer, Delaware Township",2024,Presidential Electors,DEM,KAMALA D HARRIS,309
"Mercer, Delaware Township",2024,Presidential Electors,REP,DONALD J TRUMP,857
"Mercer, Delaware Township",2024,Presidential Electors,LIB,CHASE OLIVER,2
"Mercer, Delaware Township",2024,Presidential Electors,GRN,JILL STEIN,3
"Mercer, Delaware Township",2024,Presidential Electors,Write-In,Write-In,3
"Mercer, Delaware Township",2024,United States Senator,DEM,ROBERT P CASEY JR,316
"Mercer, Delaware Township",2024,United States Senator,REP,DAVE MCCORMICK,844
"Mercer, Delaware Township",2024,United States Senator,LIB,JOHN C THOMAS,7
"Mercer, Delaware Township",2024,United States Senator,GRN,LEILA HAZOU,1
"Mercer, Delaware Township",2024,United States Senator,CST,MARTY SELKER,3
"Mercer, Delaware Township",2024,Attorney General,DEM,EUGENE DEPASQUALE,293
"Mercer, Delaware Township",2024,Attorney General,REP,DAVE SUNDAY,843
"Mercer, Delaware Township",2024,Attorney General,LIB,ROBERT COWBURN,9
"Mercer, Delaware Township",2024,Attorney General,GRN,RICHARD L WEISS,6
"Mercer, Delaware Township",2024,Attorney General,CST,JUSTIN L MAGILL,6
"Mercer, Delaware Township",2024,Attorney General,FWD,ERIC L SETTLE,8
"Mercer, Delaware Township",2024,Auditor General,DEM,MALCOLM KENYATTA,268
"Mercer, Delaware Township",2024,Auditor General,REP,TIM DEFOOR,854
"Mercer, Delaware Township",2024,Auditor General,LIB,REECE SMITH,13
"Mercer, Delaware Township",2024,Auditor General,ASP,ERIC K ANTON,2
"Mercer, Delaware Township",2024,Auditor General,CST,BOB GOODRICH,19
"Mercer, Delaware Township",2024,State Treasurer,DEM,ERIN MCCLELLAND,283
"Mercer, Delaware Township",2024,State Treasurer,REP,STACY GARRITY,857
"Mercer, Delaware Township",2024,State Treasurer,LIB,NICKOLAS CIESIELSKI,6
"Mercer, Delaware Township",2024,State Treasurer,CST,TROY BOWMAN,9
"Mercer, Delaware Township",2024,State Treasurer,FWD,CHRIS FOSTER,5
"Mercer, Delaware Township",2024,Representative in Congress District 16,DEM,PRESTON NOURI,278
"Mercer, Delaware Township",2024,Representative in Congress District 16,REP,MIKE KELLY,889
"Mercer, Delaware Township",2024,Representative in Congress District 16,Write-In,Write-In,1
"Mercer, Delaware Township",2024,Representative in the General Assembly District 17,REP,TIM BONNER,975
"Mercer, Delaware Township",2024,Representative in the General Assembly District 17,Write-In,Write-In,25
East Lackawannock Township,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,220
East Lackawannock Township,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,699
East Lackawannock Township,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,4
East Lackawannock Township,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,2
East Lackawannock Township,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,3
East Lackawannock Township,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,221
East Lackawannock Township,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,684
East Lackawannock Township,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,7
East Lackawannock Township,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,3
East Lackawannock Township,2024,UNITED STATES SENATOR,CST,MARTY SELKER,5
East Lackawannock Township,2024,UNITED STATES SENATOR,Write-In,Write-In Totals,1
East Lackawannock Township,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,197
East Lackawannock Township,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,675
East Lackawannock Township,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,12
East Lackawannock Township,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,6
East Lackawannock Township,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,8
East Lackawannock Township,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,0
East Lackawannock Township,2024,ATTORNEY GENERAL,Write-In,Write-In Totals,1
East Lackawannock Township,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,191
East Lackawannock Township,2024,AUDITOR GENERAL,REP,TIM DEFOOR,672
East Lackawannock Township,2024,AUDITOR GENERAL,LIB,REECE SMITH,17
East Lackawannock Township,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,4
East Lackawannock Township,2024,AUDITOR GENERAL,CST,BOB GOODRICH,9
East Lackawannock Township,2024,AUDITOR GENERAL,Write-In,Write-In Totals,2
East Lackawannock Township,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,195
East Lackawannock Township,2024,STATE TREASURER,REP,STACY GARRITY,688
East Lackawannock Township,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,7
East Lackawannock Township,2024,STATE TREASURER,CST,TROY BOWMAN,9
East Lackawannock Township,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
East Lackawannock Township,2024,STATE TREASURER,Write-In,Write-In Totals,1
East Lackawannock Township,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,DEM,PRESTON NOURI,206
East Lackawannock Township,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,REP,MIKE KELLY,704
East Lackawannock Township,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,Write-In,Write-In Totals,1
East Lackawannock Township,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY DISTRICT 17,REP,TIM BONNER,776
East Lackawannock Township,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY DISTRICT 17,Write-In,Write-In Totals,14
Fairview Township,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,60
Fairview Township,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,342
Fairview Township,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,5
Fairview Township,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,1
Fairview Township,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,0
Fairview Township,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,70
Fairview Township,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,325
Fairview Township,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,6
Fairview Township,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,0
Fairview Township,2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
Fairview Township,2024,UNITED STATES SENATOR,Write-In,Write-In Totals,0
Fairview Township,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,59
Fairview Township,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,324
Fairview Township,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,8
Fairview Township,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,6
Fairview Township,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,4
Fairview Township,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,1
Fairview Township,2024,ATTORNEY GENERAL,Write-In,Write-In Totals,0
Fairview Township,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,57
Fairview Township,2024,AUDITOR GENERAL,REP,TIM DEFOOR,326
Fairview Township,2024,AUDITOR GENERAL,LIB,REECE SMITH,8
Fairview Township,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,3
Fairview Township,2024,AUDITOR GENERAL,CST,BOB GOODRICH,5
Fairview Township,2024,AUDITOR GENERAL,Write-In,Write-In Totals,0
Fairview Township,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,64
Fairview Township,2024,STATE TREASURER,REP,STACY GARRITY,324
Fairview Township,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,4
Fairview Township,2024,STATE TREASURER,CST,TROY BOWMAN,7
Fairview Township,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
Fairview Township,2024,STATE TREASURER,Write-In,Write-In Totals,0
Fairview Township,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,DEM,PRESTON NOURI,61
Fairview Township,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,REP,MIKE KELLY,343
Fairview Township,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,Write-In,Write-In Totals,0
Fairview Township,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY DISTRICT 17,REP,TIM BONNER,350
Fairview Township,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY DISTRICT 17,Write-In,Write-In Totals,11
Farrell 1-1,2024,Presidential Electors,Democratic,Kamala D Harris,169
Farrell 1-1,2024,Presidential Electors,Republican,Donald J Trump,30
Farrell 1-1,2024,Presidential Electors,Libertarian,Chase Oliver,0
Farrell 1-1,2024,Presidential Electors,Green,Jill Stein,0
Farrell 1-1,2024,Presidential Electors,Write-In,Write-In Totals,2
Farrell 1-1,2024,United States Senator,Democratic,Robert P Casey Jr,162
Farrell 1-1,2024,United States Senator,Republican,Dave McCormick,30
Farrell 1-1,2024,United States Senator,Libertarian,John C Thomas,3
Farrell 1-1,2024,United States Senator,Green,Leila Hazou,0
Farrell 1-1,2024,United States Senator,Constitution,Marty Selker,1
Farrell 1-1,2024,United States Senator,Write-In,Write-In Totals,2
Farrell 1-1,2024,Attorney General,Democratic,Eugene DePasquale,159
Farrell 1-1,2024,Attorney General,Republican,Dave Sunday,29
Farrell 1-1,2024,Attorney General,Libertarian,Robert Cowburn,0
Farrell 1-1,2024,Attorney General,Green,Richard L Weiss,2
Farrell 1-1,2024,Attorney General,Constitution,Justin L Magill,1
Farrell 1-1,2024,Attorney General,Forward,Eric L Settle,2
Farrell 1-1,2024,Attorney General,Write-In,Write-In Totals,1
Farrell 1-1,2024,Auditor General,Democratic,Malcolm Kenyatta,164
Farrell 1-1,2024,Auditor General,Republican,Tim DeFoor,28
Farrell 1-1,2024,Auditor General,Libertarian,Reece Smith,1
Farrell 1-1,2024,Auditor General,American Solidarity,Eric K Anton,1
Farrell 1-1,2024,Auditor General,Constitution,Bob Goodrich,2
Farrell 1-1,2024,Auditor General,Write-In,Write-In Totals,1
Farrell 1-1,2024,State Treasurer,Democratic,Erin McClelland,161
Farrell 1-1,2024,State Treasurer,Republican,Stacy Garrity,28
Farrell 1-1,2024,State Treasurer,Libertarian,Nickolas Ciesielski,2
Farrell 1-1,2024,State Treasurer,Constitution,Troy Bowman,0
Farrell 1-1,2024,State Treasurer,Forward,Chris Foster,3
Farrell 1-1,2024,State Treasurer,Write-In,Write-In Totals,2
Farrell 1-1,2024,Representative in Congress District 16,Democratic,Preston Nouri,160
Farrell 1-1,2024,Representative in Congress District 16,Republican,Mike Kelly,35
Farrell 1-1,2024,Representative in Congress District 16,Write-In,Write-In Totals,2
Farrell 1-1,2024,Representative in the General Assembly District 7,Republican,Parke Wentling,87
Farrell 1-1,2024,Representative in the General Assembly District 7,Write-In,Write-In Totals,7
Farrell 1-3,2024,Presidential Electors,Democratic,Kamala D Harris,242
Farrell 1-3,2024,Presidential Electors,Republican,Donald J Trump,74
Farrell 1-3,2024,Presidential Electors,Libertarian,Chase Oliver,3
Farrell 1-3,2024,Presidential Electors,Green,Jill Stein,2
Farrell 1-3,2024,Presidential Electors,Write-In,Write-In Totals,0
Farrell 1-3,2024,United States Senator,Democratic,Robert P Casey Jr,247
Farrell 1-3,2024,United States Senator,Republican,Dave McCormick,66
Farrell 1-3,2024,United States Senator,Libertarian,John C Thomas,3
Farrell 1-3,2024,United States Senator,Green,Leila Hazou,1
Farrell 1-3,2024,United States Senator,Constitution,Marty Selker,1
Farrell 1-3,2024,United States Senator,Write-In,Write-In Totals,0
Farrell 1-3,2024,Attorney General,Democratic,Eugene DePasquale,236
Farrell 1-3,2024,Attorney General,Republican,Dave Sunday,66
Farrell 1-3,2024,Attorney General,Libertarian,Robert Cowburn,6
Farrell 1-3,2024,Attorney General,Green,Richard L Weiss,2
Farrell 1-3,2024,Attorney General,Constitution,Justin L Magill,3
Farrell 1-3,2024,Attorney General,Forward,Eric L Settle,0
Farrell 1-3,2024,Attorney General,Write-In,Write-In Totals,0
Farrell 1-3,2024,Auditor General,Democratic,Malcolm Kenyatta,240
Farrell 1-3,2024,Auditor General,Republican,Tim DeFoor,67
Farrell 1-3,2024,Auditor General,Libertarian,Reece Smith,3
Farrell 1-3,2024,Auditor General,American Solidarity,Eric K Anton,0
Farrell 1-3,2024,Auditor General,Constitution,Bob Goodrich,3
Farrell 1-3,2024,Auditor General,Write-In,Write-In Totals,0
Farrell 1-3,2024,State Treasurer,Democratic,Erin McClelland,239
Farrell 1-3,2024,State Treasurer,Republican,Stacy Garrity,66
Farrell 1-3,2024,State Treasurer,Libertarian,Nickolas Ciesielski,2
Farrell 1-3,2024,State Treasurer,Constitution,Troy Bowman,4
Farrell 1-3,2024,State Treasurer,Forward,Chris Foster,0
Farrell 1-3,2024,State Treasurer,Write-In,Write-In Totals,0
Farrell 1-3,2024,Representative in Congress District 16,Democratic,Preston Nouri,234
Farrell 1-3,2024,Representative in Congress District 16,Republican,Mike Kelly,84
Farrell 1-3,2024,Representative in Congress District 16,Write-In,Write-In Totals,0
Farrell 1-3,2024,Representative in the General Assembly District 7,Republican,Parke Wentling,162
Farrell 1-3,2024,Representative in the General Assembly District 7,Write-In,Write-In Totals,10
Farrell 2-1,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,350
Farrell 2-1,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,60
Farrell 2-1,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,2
Farrell 2-1,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,1
Farrell 2-1,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,1
Farrell 2-1,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,334
Farrell 2-1,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,50
Farrell 2-1,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,0
Farrell 2-1,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,9
Farrell 2-1,2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
Farrell 2-1,2024,UNITED STATES SENATOR,Write-In,Write-In Totals,1
Farrell 2-1,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,327
Farrell 2-1,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,50
Farrell 2-1,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,5
Farrell 2-1,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,6
Farrell 2-1,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,5
Farrell 2-1,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,3
Farrell 2-1,2024,ATTORNEY GENERAL,Write-In,Write-In Totals,1
Farrell 2-1,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,322
Farrell 2-1,2024,AUDITOR GENERAL,REP,TIM DEFOOR,50
Farrell 2-1,2024,AUDITOR GENERAL,LIB,REECE SMITH,12
Farrell 2-1,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,1
Farrell 2-1,2024,AUDITOR GENERAL,CST,BOB GOODRICH,7
Farrell 2-1,2024,AUDITOR GENERAL,Write-In,Write-In Totals,1
Farrell 2-1,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,323
Farrell 2-1,2024,STATE TREASURER,REP,STACY GARRITY,51
Farrell 2-1,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,4
Farrell 2-1,2024,STATE TREASURER,CST,TROY BOWMAN,12
Farrell 2-1,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
Farrell 2-1,2024,STATE TREASURER,Write-In,Write-In Totals,0
Farrell 2-1,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,DEM,PRESTON NOURI,309
Farrell 2-1,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,REP,MIKE KELLY,84
Farrell 2-1,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,Write-In,Write-In Totals,1
Farrell 2-1,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY DISTRICT 7,REP,PARKE WENTLING,150
Farrell 2-1,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY DISTRICT 7,Write-In,Write-In Totals,18
Farrell 2-3,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,347
Farrell 2-3,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,95
Farrell 2-3,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,1
Farrell 2-3,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,2
Farrell 2-3,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,1
Farrell 2-3,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,338
Farrell 2-3,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,96
Farrell 2-3,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,2
Farrell 2-3,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,3
Farrell 2-3,2024,UNITED STATES SENATOR,CST,MARTY SELKER,1
Farrell 2-3,2024,UNITED STATES SENATOR,Write-In,Write-In Totals,1
Farrell 2-3,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,327
Farrell 2-3,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,85
Farrell 2-3,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,3
Farrell 2-3,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,4
Farrell 2-3,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,6
Farrell 2-3,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,3
Farrell 2-3,2024,ATTORNEY GENERAL,Write-In,Write-In Totals,1
Farrell 2-3,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,326
Farrell 2-3,2024,AUDITOR GENERAL,REP,TIM DEFOOR,89
Farrell 2-3,2024,AUDITOR GENERAL,LIB,REECE SMITH,5
Farrell 2-3,2024,AUDITOR GENERAL,ASP,ERIC K ANTON,2
Farrell 2-3,2024,AUDITOR GENERAL,CST,BOB GOODRICH,4
Farrell 2-3,2024,AUDITOR GENERAL,Write-In,Write-In Totals,1
Farrell 2-3,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,331
Farrell 2-3,2024,STATE TREASURER,REP,STACY GARRITY,86
Farrell 2-3,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,3
Farrell 2-3,2024,STATE TREASURER,CST,TROY BOWMAN,6
Farrell 2-3,2024,STATE TREASURER,FWD,CHRIS FOSTER,2
Farrell 2-3,2024,STATE TREASURER,Write-In,Write-In Totals,1
Farrell 2-3,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,DEM,PRESTON NOURI,323
Farrell 2-3,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,REP,MIKE KELLY,111
Farrell 2-3,2024,REPRESENTATIVE IN CONGRESS DISTRICT 16,Write-In,Write-In Totals,0
Farrell 2-3,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY DISTRICT 7,REP,PARKE WENTLING,207
Farrell 2-3,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY DISTRICT 7,Write-In,Write-In Totals,26
Farrell 2-4,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D HARRIS,301
Farrell 2-4,2024,PRESIDENTIAL ELECTORS,REP,DONALD J TRUMP,168
Farrell 2-4,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER,2
Farrell 2-4,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN,1
Farrell 2-4,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,2
Farrell 2-4,2024,UNITED STATES SENATOR,DEM,ROBERT P CASEY JR,307
Farrell 2-4,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,160
Farrell 2-4,2024,UNITED STATES SENATOR,LIB,JOHN C THOMAS,0
Farrell 2-4,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,1
Farrell 2-4,2024,UNITED STATES SENATOR,CST,MARTY SELKER,2
Farrell 2-4,2024,UNITED STATES SENATOR,Write-In,Write-In Totals,2
Farrell 2-4,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,296
Farrell 2-4,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,153
Farrell 2-4,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,7
Farrell 2-4,2024,ATTORNEY GENERAL,GRN,RICHARD L WEISS,5
Farrell 2-4,2024,ATTORNEY GENERAL,CST,JUSTIN L MAGILL,0
Farrell 2-4,2024,ATTORNEY GENERAL,FWD,ERIC L SETTLE,2
Farrell 2-4,2024,ATTORNEY GENERAL,Write-In,Write-In Totals,2
