precinct,year,race,party,candidate,votes
Milton Borough 2,2024,PRESIDENTIAL ELECTORS,DEM,"KAMALA D. HARRIS, President TIM WALZ, Vice-President",207
Milton Borough 2,2024,PRESIDENTIAL ELECTORS,REP,"DONALD J. TRUMP, President JD VANCE, Vice-President",344
Milton Borough 2,2024,PRESIDENTIAL ELECTORS,LIB,"CHASE OLIVER, President MIKE TER MAAT, Vice-President",75
Milton Borough 2,2024,PRESIDENTIAL ELECTORS,GRN,"JILL STEIN, President RUDOLPH WARE, Vice-President",11
Milton Borough 2,2024,UNITED STATES SENATOR,DEM,"ROBERT P. CASEY, JR.",208
Milton Borough 2,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,347
Milton Borough 2,2024,UNITED STATES SENATOR,LIB,JOHN C. THOMAS,2
Milton Borough 2,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,1
Milton Borough 2,2024,UNITED STATES SENATOR,CST,MARTY SELKER,1
Milton Borough 2,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,199
Milton Borough 2,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,346
Milton Borough 2,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,6
Milton Borough 2,2024,ATTORNEY GENERAL,GRN,RICHARD L. WEISS,1
Milton Borough 2,2024,ATTORNEY GENERAL,CST,JUSTIN L. MAGILL,1
Milton Borough 2,2024,ATTORNEY GENERAL,FWD,ERIC L. SETTLE,1
Milton Borough 2,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,187
Milton Borough 2,2024,AUDITOR GENERAL,REP,TIM DEFOOR,348
Milton Borough 2,2024,AUDITOR GENERAL,LIB,REECE SMITH,11
Milton Borough 2,2024,AUDITOR GENERAL,ASP,ERIC K. ANTON,1
Milton Borough 2,2024,AUDITOR GENERAL,CST,BOB GOODRICH,7
Milton Borough 2,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,190
Milton Borough 2,2024,STATE TREASURER,REP,STACY GARRITY,348
Milton Borough 2,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,9
Milton Borough 2,2024,STATE TREASURER,CST,TROY BOWMAN,6
Milton Borough 2,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
Milton Borough 2,2024,REPRESENTATIVE IN CONGRESS 9th District,DEM,AMANDA WALDMAN,195
Milton Borough 2,2024,REPRESENTATIVE IN CONGRESS 9th District,REP,DAN MEUSER,361
Milton Borough 2,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,PATRICIA LAWTON,160
Milton Borough 2,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,LYNDA J. SCHLEGEL CULVER,392
Milton Borough 2,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,REP,MICHAEL STENDER,439
Milton Borough 3,2024,PRESIDENTIAL ELECTORS,DEM,"KAMALA D. HARRIS, President TIM WALZ, Vice-President",217
Milton Borough 3,2024,PRESIDENTIAL ELECTORS,REP,"DONALD J. TRUMP, President JD VANCE, Vice-President",373
Milton Borough 3,2024,PRESIDENTIAL ELECTORS,LIB,"CHASE OLIVER, President MIKE TER MAAT, Vice-President",1
Milton Borough 3,2024,PRESIDENTIAL ELECTORS,GRN,"JILL STEIN, President RUDOLPH WARE, Vice-President",4
Milton Borough 3,2024,UNITED STATES SENATOR,DEM,"ROBERT P. CASEY, JR.",228
Milton Borough 3,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,347
Milton Borough 3,2024,UNITED STATES SENATOR,LIB,JOHN C. THOMAS,16
Milton Borough 3,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,9
Milton Borough 3,2024,UNITED STATES SENATOR,CST,MARTY SELKER,1
Milton Borough 3,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,203
Milton Borough 3,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,359
Milton Borough 3,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,19
Milton Borough 3,2024,ATTORNEY GENERAL,GRN,RICHARD L. WEISS,9
Milton Borough 3,2024,ATTORNEY GENERAL,CST,JUSTIN L. MAGILL,4
Milton Borough 3,2024,ATTORNEY GENERAL,FWD,ERIC L. SETTLE,1
Milton Borough 3,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,201
Milton Borough 3,2024,AUDITOR GENERAL,REP,TIM DEFOOR,359
Milton Borough 3,2024,AUDITOR GENERAL,LIB,REECE SMITH,17
Milton Borough 3,2024,AUDITOR GENERAL,ASP,ERIC K. ANTON,4
Milton Borough 3,2024,AUDITOR GENERAL,CST,BOB GOODRICH,12
Milton Borough 3,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,200
Milton Borough 3,2024,STATE TREASURER,REP,STACY GARRITY,371
Milton Borough 3,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,14
Milton Borough 3,2024,STATE TREASURER,CST,TROY BOWMAN,4
Milton Borough 3,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
Milton Borough 3,2024,REPRESENTATIVE IN CONGRESS 9th District,DEM,AMANDA WALDMAN,216
Milton Borough 3,2024,REPRESENTATIVE IN CONGRESS 9th District,REP,DAN MEUSER,382
Milton Borough 3,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,PATRICIA LAWTON,187
Milton Borough 3,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,LYNDA J. SCHLEGEL CULVER,410
Milton Borough 3,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,REP,MICHAEL STENDER,492
Milton Borough 3,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,Write-In,Write-In Totals,26
Milton Borough 4,2024,PRESIDENTIAL ELECTORS,DEM,"KAMALA D. HARRIS, President TIM WALZ, Vice-President",140
Milton Borough 4,2024,PRESIDENTIAL ELECTORS,REP,"DONALD J. TRUMP, President JD VANCE, Vice-President",253
Milton Borough 4,2024,PRESIDENTIAL ELECTORS,LIB,"CHASE OLIVER, President MIKE TER MAAT, Vice-President",3
Milton Borough 4,2024,PRESIDENTIAL ELECTORS,GRN,"JILL STEIN, President RUDOLPH WARE, Vice-President",1
Milton Borough 4,2024,UNITED STATES SENATOR,DEM,"ROBERT P. CASEY, JR.",143
Milton Borough 4,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,235
Milton Borough 4,2024,UNITED STATES SENATOR,LIB,JOHN C. THOMAS,9
Milton Borough 4,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,2
Milton Borough 4,2024,UNITED STATES SENATOR,CST,MARTY SELKER,4
Milton Borough 4,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,126
Milton Borough 4,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,237
Milton Borough 4,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,9
Milton Borough 4,2024,ATTORNEY GENERAL,GRN,RICHARD L. WEISS,6
Milton Borough 4,2024,ATTORNEY GENERAL,CST,JUSTIN L. MAGILL,7
Milton Borough 4,2024,ATTORNEY GENERAL,FWD,ERIC L. SETTLE,2
Milton Borough 4,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,124
Milton Borough 4,2024,AUDITOR GENERAL,REP,TIM DEFOOR,241
Milton Borough 4,2024,AUDITOR GENERAL,LIB,REECE SMITH,9
Milton Borough 4,2024,AUDITOR GENERAL,ASP,ERIC K. ANTON,1
Milton Borough 4,2024,AUDITOR GENERAL,CST,BOB GOODRICH,11
Milton Borough 4,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,123
Milton Borough 4,2024,STATE TREASURER,REP,STACY GARRITY,240
Milton Borough 4,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,11
Milton Borough 4,2024,STATE TREASURER,CST,TROY BOWMAN,8
Milton Borough 4,2024,STATE TREASURER,FWD,CHRIS FOSTER,5
Milton Borough 4,2024,REPRESENTATIVE IN CONGRESS 9th District,DEM,AMANDA WALDMAN,136
Milton Borough 4,2024,REPRESENTATIVE IN CONGRESS 9th District,REP,DAN MEUSER,248
Milton Borough 4,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,PATRICIA LAWTON,116
Milton Borough 4,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,LYNDA J. SCHLEGEL CULVER,267
Milton Borough 4,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,REP,MICHAEL STENDER,304
Milton Borough 4,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,Write-In,Write-In Totals,20
Milton Borough 5,2024,PRESIDENTIAL ELECTORS,DEM,"KAMALA D. HARRIS, President TIM WALZ, Vice-President",241
Milton Borough 5,2024,PRESIDENTIAL ELECTORS,REP,"DONALD J. TRUMP, President JD VANCE, Vice-President",536
Milton Borough 5,2024,PRESIDENTIAL ELECTORS,LIB,"CHASE OLIVER, President MIKE TER MAAT, Vice-President",4
Milton Borough 5,2024,PRESIDENTIAL ELECTORS,GRN,"JILL STEIN, President RUDOLPH WARE, Vice-President",2
Milton Borough 5,2024,UNITED STATES SENATOR,DEM,"ROBERT P. CASEY, JR.",243
Milton Borough 5,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,511
Milton Borough 5,2024,UNITED STATES SENATOR,LIB,JOHN C. THOMAS,14
Milton Borough 5,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,8
Milton Borough 5,2024,UNITED STATES SENATOR,CST,MARTY SELKER,0
Milton Borough 5,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,222
Milton Borough 5,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,524
Milton Borough 5,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,13
Milton Borough 5,2024,ATTORNEY GENERAL,GRN,RICHARD L. WEISS,7
Milton Borough 5,2024,ATTORNEY GENERAL,CST,JUSTIN L. MAGILL,3
Milton Borough 5,2024,ATTORNEY GENERAL,FWD,ERIC L. SETTLE,2
Milton Borough 5,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,215
Milton Borough 5,2024,AUDITOR GENERAL,REP,TIM DEFOOR,525
Milton Borough 5,2024,AUDITOR GENERAL,LIB,REECE SMITH,18
Milton Borough 5,2024,AUDITOR GENERAL,ASP,ERIC K. ANTON,3
Milton Borough 5,2024,AUDITOR GENERAL,CST,BOB GOODRICH,9
Milton Borough 5,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,217
Milton Borough 5,2024,STATE TREASURER,REP,STACY GARRITY,534
Milton Borough 5,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,13
Milton Borough 5,2024,STATE TREASURER,CST,TROY BOWMAN,3
Milton Borough 5,2024,STATE TREASURER,FWD,CHRIS FOSTER,2
Milton Borough 5,2024,REPRESENTATIVE IN CONGRESS 9th District,DEM,AMANDA WALDMAN,227
Milton Borough 5,2024,REPRESENTATIVE IN CONGRESS 9th District,REP,DAN MEUSER,544
Milton Borough 5,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,PATRICIA LAWTON,189
Milton Borough 5,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,LYNDA J. SCHLEGEL CULVER,584
Milton Borough 5,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,REP,MICHAEL STENDER,672
Milton Borough 1,2024,PRESIDENTIAL ELECTORS,DEM,"KAMALA D. HARRIS, President TIM WALZ, Vice-President",191
Milton Borough 1,2024,PRESIDENTIAL ELECTORS,REP,"DONALD J. TRUMP, President JD VANCE, Vice-President",327
Milton Borough 1,2024,PRESIDENTIAL ELECTORS,LIB,"CHASE OLIVER, President MIKE TER MAAT, Vice-President",4
Milton Borough 1,2024,PRESIDENTIAL ELECTORS,GRN,"JILL STEIN, President RUDOLPH WARE, Vice-President",1
Milton Borough 1,2024,UNITED STATES SENATOR,DEM,"ROBERT P. CASEY, JR.",189
Milton Borough 1,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,316
Milton Borough 1,2024,UNITED STATES SENATOR,LIB,JOHN C. THOMAS,11
Milton Borough 1,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,5
Milton Borough 1,2024,UNITED STATES SENATOR,CST,MARTY SELKER,2
Milton Borough 1,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,178
Milton Borough 1,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,321
Milton Borough 1,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,10
Milton Borough 1,2024,ATTORNEY GENERAL,GRN,RICHARD L. WEISS,8
Milton Borough 1,2024,ATTORNEY GENERAL,CST,JUSTIN L. MAGILL,4
Milton Borough 1,2024,ATTORNEY GENERAL,FWD,ERIC L. SETTLE,0
Milton Borough 1,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,170
Milton Borough 1,2024,AUDITOR GENERAL,REP,TIM DEFOOR,330
Milton Borough 1,2024,AUDITOR GENERAL,LIB,REECE SMITH,11
Milton Borough 1,2024,AUDITOR GENERAL,ASP,ERIC K. ANTON,3
Milton Borough 1,2024,AUDITOR GENERAL,CST,BOB GOODRICH,4
Northumberland Borough 1,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,171
Northumberland Borough 1,2024,STATE TREASURER,REP,STACY GARRITY,329
Northumberland Borough 1,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,11
Northumberland Borough 1,2024,STATE TREASURER,CST,TROY BOWMAN,3
Northumberland Borough 1,2024,STATE TREASURER,FWD,CHRIS FOSTER,1
Northumberland Borough 1,2024,REPRESENTATIVE IN CONGRESS 9th District,DEM,AMANDA WALDMAN,182
Northumberland Borough 1,2024,REPRESENTATIVE IN CONGRESS 9th District,REP,DAN MEUSER,335
Northumberland Borough 1,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,PATRICIA LAWTON,143
Northumberland Borough 1,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,LYNDA J. SCHLEGEL CULVER,380
Northumberland Borough 1,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,REP,MICHAEL STENDER,435
Northumberland Borough 2,2024,PRESIDENTIAL ELECTORS,DEM,"KAMALA D. HARRIS, President TIM WALZ, Vice-President",322
Northumberland Borough 2,2024,PRESIDENTIAL ELECTORS,REP,"DONALD J. TRUMP, President JD VANCE, Vice-President",441
Northumberland Borough 2,2024,PRESIDENTIAL ELECTORS,LIB,"CHASE OLIVER, President MIKE TER MAAT, Vice-President",5
Northumberland Borough 2,2024,PRESIDENTIAL ELECTORS,GRN,"JILL STEIN, President RUDOLPH WARE, Vice-President",3
Northumberland Borough 2,2024,UNITED STATES SENATOR,DEM,"ROBERT P. CASEY, JR.",316
Northumberland Borough 2,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,436
Northumberland Borough 2,2024,UNITED STATES SENATOR,LIB,JOHN C. THOMAS,13
Northumberland Borough 2,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,6
Northumberland Borough 2,2024,UNITED STATES SENATOR,CST,MARTY SELKER,2
Northumberland Borough 2,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,294
Northumberland Borough 2,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,441
Northumberland Borough 2,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,14
Northumberland Borough 2,2024,ATTORNEY GENERAL,GRN,RICHARD L. WEISS,4
Northumberland Borough 2,2024,ATTORNEY GENERAL,CST,JUSTIN L. MAGILL,7
Northumberland Borough 2,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,277
Northumberland Borough 2,2024,AUDITOR GENERAL,REP,TIM DEFOOR,453
Northumberland Borough 2,2024,AUDITOR GENERAL,LIB,REECE SMITH,20
Northumberland Borough 2,2024,AUDITOR GENERAL,ASP,ERIC K. ANTON,2
Northumberland Borough 2,2024,AUDITOR GENERAL,CST,BOB GOODRICH,7
Northumberland Borough 2,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,279
Northumberland Borough 2,2024,STATE TREASURER,REP,STACY GARRITY,455
Northumberland Borough 2,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,14
Northumberland Borough 2,2024,STATE TREASURER,CST,TROY BOWMAN,8
Northumberland Borough 2,2024,STATE TREASURER,FWD,CHRIS FOSTER,3
Northumberland Borough 2,2024,REPRESENTATIVE IN CONGRESS 9th District,DEM,AMANDA WALDMAN,300
Northumberland Borough 2,2024,REPRESENTATIVE IN CONGRESS 9th District,REP,DAN MEUSER,467
Northumberland Borough 2,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,PATRICIA LAWTON,238
Northumberland Borough 2,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,LYNDA J. SCHLEGEL CULVER,532
Northumberland Borough 2,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,REP,MICHAEL STENDER,638
Northumberland Borough 3,2024,PRESIDENTIAL ELECTORS,DEM,"KAMALA D. HARRIS, President TIM WALZ, Vice-President",244
Northumberland Borough 3,2024,PRESIDENTIAL ELECTORS,REP,"DONALD J. TRUMP, President JD VANCE, Vice-President",388
Northumberland Borough 3,2024,PRESIDENTIAL ELECTORS,LIB,"CHASE OLIVER, President MIKE TER MAAT, Vice-President",64
Northumberland Borough 3,2024,PRESIDENTIAL ELECTORS,GRN,"JILL STEIN, President RUDOLPH WARE, Vice-President",3
Northumberland Borough 3,2024,PRESIDENTIAL ELECTORS,Write-In,Write-In Totals,3
Northumberland Borough 3,2024,UNITED STATES SENATOR,DEM,"ROBERT P. CASEY, JR.",256
Northumberland Borough 3,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,372
Northumberland Borough 3,2024,UNITED STATES SENATOR,LIB,JOHN C. THOMAS,13
Northumberland Borough 3,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,3
Northumberland Borough 3,2024,UNITED STATES SENATOR,CST,MARTY SELKER,3
Northumberland Borough 3,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,234
Northumberland Borough 3,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,386
Northumberland Borough 3,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,7
Northumberland Borough 3,2024,ATTORNEY GENERAL,GRN,RICHARD L. WEISS,9
Northumberland Borough 3,2024,ATTORNEY GENERAL,CST,JUSTIN L. MAGILL,4
Northumberland Borough 3,2024,ATTORNEY GENERAL,FWD,ERIC L. SETTLE,1
Northumberland Borough 3,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,208
Northumberland Borough 3,2024,AUDITOR GENERAL,REP,TIM DEFOOR,405
Northumberland Borough 3,2024,AUDITOR GENERAL,LIB,REECE SMITH,16
Northumberland Borough 3,2024,AUDITOR GENERAL,ASP,ERIC K. ANTON,2
Northumberland Borough 3,2024,AUDITOR GENERAL,CST,BOB GOODRICH,8
Northumberland Borough 3,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,214
Northumberland Borough 3,2024,STATE TREASURER,REP,STACY GARRITY,411
Northumberland Borough 3,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,11
Northumberland Borough 3,2024,STATE TREASURER,CST,TROY BOWMAN,4
Northumberland Borough 3,2024,STATE TREASURER,FWD,CHRIS FOSTER,0
Northumberland Borough 3,2024,REPRESENTATIVE IN CONGRESS 9th District,DEM,AMANDA WALDMAN,232
Northumberland Borough 3,2024,REPRESENTATIVE IN CONGRESS 9th District,REP,DAN MEUSER,412
Northumberland Borough 3,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,PATRICIA LAWTON,161
Northumberland Borough 3,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,LYNDA J. SCHLEGEL CULVER,480
Northumberland Borough 3,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,REP,MICHAEL STENDER,540
Northumberland Borough 3,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,Write-In,Write-In Totals,30
Point Township East,2024,PRESIDENTIAL ELECTORS,DEM,"KAMALA D. HARRIS, President TIM WALZ, Vice-President",220
Point Township East,2024,PRESIDENTIAL ELECTORS,REP,"DONALD J. TRUMP, President JD VANCE, Vice-President",550
Point Township East,2024,PRESIDENTIAL ELECTORS,LIB,"CHASE OLIVER, President MIKE TER MAAT, Vice-President",4
Point Township East,2024,PRESIDENTIAL ELECTORS,GRN,"JILL STEIN, President RUDOLPH WARE, Vice-President",1
Point Township East,2024,UNITED STATES SENATOR,DEM,"ROBERT P. CASEY, JR.",230
Point Township East,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,527
Point Township East,2024,UNITED STATES SENATOR,LIB,JOHN C. THOMAS,16
Point Township East,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,4
Point Township East,2024,UNITED STATES SENATOR,CST,MARTY SELKER,4
Point Township East,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,215
Point Township East,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,541
Point Township East,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,10
Point Township East,2024,ATTORNEY GENERAL,GRN,RICHARD L. WEISS,4
Point Township East,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,188
Point Township East,2024,AUDITOR GENERAL,REP,TIM DEFOOR,558
Point Township East,2024,AUDITOR GENERAL,LIB,REECE SMITH,15
Point Township East,2024,AUDITOR GENERAL,ASP,ERIC K. ANTON,3
Point Township East,2024,AUDITOR GENERAL,CST,BOB GOODRICH,5
Point Township East,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,198
Point Township East,2024,STATE TREASURER,REP,STACY GARRITY,556
Point Township East,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,9
Point Township East,2024,STATE TREASURER,CST,TROY BOWMAN,6
Point Township East,2024,REPRESENTATIVE IN CONGRESS 9th District,DEM,AMANDA WALDMAN,204
Point Township East,2024,REPRESENTATIVE IN CONGRESS 9th District,REP,DAN MEUSER,568
Point Township East,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,PATRICIA LAWTON,128
Point Township East,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,LYNDA J. SCHLEGEL CULVER,648
Point Township East,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,REP,MICHAEL STENDER,696
Point Township West,2024,PRESIDENTIAL ELECTORS,DEM,KAMALA D. HARRIS / TIM WALZ,402
Point Township West,2024,PRESIDENTIAL ELECTORS,REP,DONALD J. TRUMP / JD VANCE,998
Point Township West,2024,PRESIDENTIAL ELECTORS,LIB,CHASE OLIVER / MIKE TER MAAT,8
Point Township West,2024,PRESIDENTIAL ELECTORS,GRN,JILL STEIN / RUDOLPH WARE,2
Point Township West,2024,UNITED STATES SENATOR,DEM,"ROBERT P. CASEY, JR.",405
Point Township West,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,970
Point Township West,2024,UNITED STATES SENATOR,LIB,JOHN C. THOMAS,20
Point Township West,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,4
Point Township West,2024,UNITED STATES SENATOR,CST,MARTY SELKER,5
Point Township West,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,367
Point Township West,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,990
Point Township West,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,23
Point Township West,2024,ATTORNEY GENERAL,GRN,RICHARD L. WEISS,10
Point Township West,2024,ATTORNEY GENERAL,CST,JUSTIN L. MAGILL,7
Point Township West,2024,ATTORNEY GENERAL,FWD,ERIC L. SETTLE,1
Point Township West,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,343
Point Township West,2024,AUDITOR GENERAL,REP,TIM DEFOOR,1019
Point Township West,2024,AUDITOR GENERAL,LIB,REECE SMITH,19
Point Township West,2024,AUDITOR GENERAL,ASP,ERIC K. ANTON,1
Point Township West,2024,AUDITOR GENERAL,CST,BOB GOODRICH,11
Point Township West,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,340
Point Township West,2024,STATE TREASURER,REP,STACY GARRITY,1026
Point Township West,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,16
Point Township West,2024,STATE TREASURER,CST,TROY BOWMAN,9
Point Township West,2024,STATE TREASURER,FWD,CHRIS FOSTER,7
Point Township West,2024,REPRESENTATIVE IN CONGRESS 9th District,DEM,AMANDA WALDMAN,357
Point Township West,2024,REPRESENTATIVE IN CONGRESS 9th District,REP,DAN MEUSER,1044
Point Township West,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,PATRICIA LAWTON,252
Point Township West,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,LYNDA J. SCHLEGEL CULVER,1153
Point Township West,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,REP,MICHAEL STENDER,1253
Riverside Borough,2024,PRESIDENTIAL ELECTORS,DEM,"KAMALA D. HARRIS, President; TIM WALZ, Vice-President",567
Riverside Borough,2024,PRESIDENTIAL ELECTORS,REP,"DONALD J. TRUMP, President; JD VANCE, Vice-President",629
Riverside Borough,2024,PRESIDENTIAL ELECTORS,LIB,"CHASE OLIVER, President; MIKE TER MAAT, Vice-President",85
Riverside Borough,2024,PRESIDENTIAL ELECTORS,GRN,"JILL STEIN, President; RUDOLPH WARE, Vice-President",65
Riverside Borough,2024,UNITED STATES SENATOR,DEM,"ROBERT P. CASEY, JR.",556
Riverside Borough,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,624
Riverside Borough,2024,UNITED STATES SENATOR,LIB,JOHN C. THOMAS,13
Riverside Borough,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,13
Riverside Borough,2024,ATTORNEY GENERAL,DEM,EUGENE DEPASQUALE,520
Riverside Borough,2024,ATTORNEY GENERAL,REP,DAVE SUNDAY,639
Riverside Borough,2024,ATTORNEY GENERAL,LIB,ROBERT COWBURN,16
Riverside Borough,2024,ATTORNEY GENERAL,GRN,RICHARD L. WEISS,10
Riverside Borough,2024,AUDITOR GENERAL,DEM,MALCOLM KENYATTA,504
Riverside Borough,2024,AUDITOR GENERAL,REP,TIM DEFOOR,652
Riverside Borough,2024,AUDITOR GENERAL,LIB,REECE SMITH,21
Riverside Borough,2024,STATE TREASURER,DEM,ERIN MCCLELLAND,492
Riverside Borough,2024,STATE TREASURER,REP,STACY GARRITY,675
Riverside Borough,2024,STATE TREASURER,LIB,NICKOLAS CIESIELSKI,13
Riverside Borough,2024,REPRESENTATIVE IN CONGRESS 9th District,DEM,AMANDA WALDMAN,519
Riverside Borough,2024,REPRESENTATIVE IN CONGRESS 9th District,REP,DAN MEUSER,680
Riverside Borough,2024,SENATOR IN THE GENERAL ASSEMBLY,DEM,PATRICIA LAWTON,445
Riverside Borough,2024,SENATOR IN THE GENERAL ASSEMBLY,REP,LYNDA J. SCHLEGEL CULVER,753
Riverside Borough,2024,REPRESENTATIVE IN THE GENERAL ASSEMBLY 108th District,REP,MICHAEL STENDER,932
Rockefeller Township,2024,PRESIDENTIAL ELECTORS,DEM,"KAMALA D. HARRIS, President; TIM WALZ, Vice-President",317
Rockefeller Township,2024,PRESIDENTIAL ELECTORS,REP,"DONALD J. TRUMP, President; JD VANCE, Vice-President",1092
Rockefeller Township,2024,PRESIDENTIAL ELECTORS,LIB,"CHASE OLIVER, President; MIKE TER MAAT, Vice-President",8
Rockefeller Township,2024,UNITED STATES SENATOR,DEM,"ROBERT P. CASEY, JR.",332
Rockefeller Township,2024,UNITED STATES SENATOR,REP,DAVE MCCORMICK,1053
Rockefeller Township,2024,UNITED STATES SENATOR,LIB,JOHN C. THOMAS,17
Rockefeller Township,2024,UNITED STATES SENATOR,GRN,LEILA HAZOU,7
